from_state,to_state,probability
fast,fast,0.8944793205317577
medium,fast,0.16865847500420805
slow,fast,0.1076036866359447
fast,medium,0.08225627769571639
medium,medium,0.6355832351455983
slow,medium,0.49055299539170505
fast,slow,0.02326440177252585
medium,slow,0.19575828985019356
slow,slow,0.40184331797235023
