track_id,alpha,K
0,0.9448048378117591,362.66483349409185
1,1.6001278566548773,13.953614566631154
2,-1.2873997576035103,5.252671812090232
3,1.4081819760714258,12.776712314565643
4,-0.09829297361617646,301.3449752525178
5,0.4958641513881349,2.718623969617971
6,1.4849359255833994,6.5487095834298
7,-2.7078780308143227,410.9472772973653
8,0.3142062593725133,18.974119379980447
9,0.02563316247340166,362.35353039821837
10,1.5850367257466207,9.175876905201902
11,1.1965580113549394,16.031974025701345
12,0.664557373980117,8.726588301212335
13,1.2337943167905068,3.891607258617744
14,0.8593933666786033,72.13889156887188
15,1.0137440509088649,344.68275097557745
16,0.026891255264045413,635.2853719542387
17,0.6264989361997366,161.35292543068022
18,,
19,0.25670219397252725,356.7566887934141
20,1.3525305318024945,8.317827211576503
21,-0.8838183914894767,1.5721331325883183
22,0.9673263345083519,6.483100648734748
23,0.6156516413741616,172.86943627587655
24,,
25,1.0101309770969695,25.030796372752643
26,0.9622960154668556,129.90187001840786
27,0.13438099205421736,931.6263578354487
28,,
29,-0.18489237210247875,2.160008802693895
30,,
31,1.1883580260479116,3.298295642444407
32,,
33,0.14451171631417933,265.5123041019664
34,,
35,0.8079368939304774,28.70653171045115
36,0.5078385608666752,2.3710324248727397
37,,
38,0.7858192982414347,22.013366890500702
39,,
40,0.602913822147622,177.17122670824762
41,0.0630929533533725,340.49048926170775
42,,
43,,
44,0.7211507344541036,5.0385854836934465
45,,
46,,
47,,
48,1.4553311053423763,19.124647055759368
49,1.0034537920012983,217.3536086445056
50,0.4799676554515006,0.42079228280155956
51,-5.024198694507427,96.97925131866647
52,0.7753699332246485,45.53497858301524
53,,
54,,
55,,
56,,
57,,
58,1.4636545754868575,11.97956996582088
59,,
60,0.4792970412237692,36.1402513543861
61,,
62,0.15834773799828838,6.949258777244418
63,0.23690970435494912,254.19665791520995
64,,
65,1.7917962000533731,14.536942459321052
66,-1.636156324453185,84.75609503818372
67,1.4513575081799799,22.15209677544609
68,0.5418104397799032,68.95133693666948
69,0.44013774028767616,559.8406057383575
70,,
71,,
72,,
73,,
74,,
75,,
76,-0.19713384758203698,660.2363804379888
77,,
78,1.2374937437146072,22.098470074754914
79,1.9951943460362427,190.8461179093393
80,,
81,0.3309948815972592,85.83421400671781
82,,
83,0.9419083593103359,8.960654114628209
84,,
85,0.8479690819571717,22.17648892239285
86,1.7666272129423386,4.103803270724895
87,0.14223620000989504,88.22211295918711
88,,
89,,
90,,
91,,
92,,
93,0.662062659215109,197.18462188188576
94,,
95,,
96,,
97,0.19702066573288762,123.39940448871654
98,,
99,,
100,1.1012227274512283,109.6062741915155
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,-0.16176142685497685,104.89108553537092
109,1.7593714984634035,422.19939444582786
110,,
111,,
112,,
113,,
114,0.1708092287608999,244.72680283069766
115,,
116,-13.444264318831015,374.69887536014943
117,,
118,,
119,,
120,0.8924793197126005,38.263762097136365
121,,
122,-0.2580648522252915,24.79521064541581
123,0.5492362220872855,423.93082943345235
124,,
125,-0.052731967043407955,679.6202531881491
126,-0.7018967198095647,2.2875635314397567
127,1.0082329362333544,72.77139280751985
128,,
129,,
130,,
131,,
132,0.6864333476432807,40.69914529339281
133,,
134,,
135,,
136,0.9966842221366394,399.4622198493614
137,,
138,0.39882511169376056,60.27354476789743
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,0.34310662840540507,411.1569934672782
148,-1.998630479488663,19.452298892541894
149,,
150,,
151,,
152,,
153,0.1395638807957475,30.771739638568228
154,0.3385694631412686,13.569542510052235
155,,
156,,
157,1.4393289532148554,125.13099434049352
158,-1.6087086687809327,294.8035102990561
159,,
160,,
161,,
162,,
163,-1.366023459292039,543.4038017680397
164,-0.5501412433146451,40.916410342276244
165,,
166,,
167,,
168,,
169,1.0138736581064625,37.09193511371872
170,,
171,1.461612293029149,20.361520223011
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,0.16473870288969286,139.455625128229
183,,
184,1.4718402577157361,394.1724791789267
185,,
186,0.4108544464417424,635.4984551344085
187,,
188,0.9745118447073097,6.966685569885119
189,,
190,,
191,-0.5731117569243767,493.8153757316895
192,0.8956150917221295,12.178447351753254
193,,
194,,
195,,
196,,
197,,
198,0.7870965026858459,35.41527998271204
199,0.14686009141876252,745.9618038419984
200,-3.3508692829644158,422.0607695719329
201,,
202,0.9596614189441143,43.22926248563618
203,,
204,,
205,0.12820997141377052,29.692271738764347
206,,
207,0.34856364772376464,7.390059821885688
208,,
209,1.4201332020355326,43.112106451520454
210,,
211,,
212,,
213,,
214,-0.6762410670135444,371.16335286666487
215,-2.4223468993722053,217.75214733938824
216,-0.22634374649318836,45.10565138070193
217,,
218,,
219,,
220,,
221,,
