stack,track_id,Genotype,early_speed_mean,late_speed_mean,speed_trend_slope,speed_acceleration,early_area_mean,late_area_mean,area_trend_slope,area_volatility,early_eccentricity_mean,late_eccentricity_mean,eccentricity_trend_slope,temporal_persistence,speed_cv,directional_consistency
MUT-1.tif,2846,MUT,0.0,29.43230254048324,13.789605997388968,-0.43210742585073103,826.0,270.0,-12.642857142857167,0.5612776678058004,0.8647865443670261,0.8577181037137203,0.019299309593184308,0.6408586322348335,0.775162003434945,0.762049131873749
MUT-1.tif,2847,MUT,0.35294272285797573,0.9540297307860349,-0.3395437510072527,-0.2996669862459363,158.66666666666666,684.3333333333334,61.569696969696956,0.4932634293917986,0.8644255566173097,0.942670614890805,0.010416201228691841,-0.07598027299149311,2.2008143452656324,0.6976867412780547
MUT-1.tif,2848,MUT,,,,,,,,,,,,,,
MUT-1.tif,2849,MUT,0.0,2.3172742528140793,1.1586371264070392,-1.840779062337514,141.0,235.0,46.99999999999999,0.22587157095055946,0.9910225422268214,0.9902772042051102,-0.0003726690108555409,,0.7243563342268294,
MUT-1.tif,2850,MUT,,,,,,,,,,,,,,
MUT-1.tif,2851,MUT,20.877242938829085,16.04082008105084,-0.38488530231092744,-1.8794795756811247,386.5,127.75,-65.42806394316163,0.7063106957833838,0.9582009793871387,0.863933557602065,-0.02896753546127566,0.09339007323546594,0.5759213727140112,0.6121323219971038
MUT-1.tif,2852,MUT,,,,,,,,,,,,,,
MUT-1.tif,2853,MUT,14.17210436217808,14.75329700261996,-0.024584353955421467,-0.06901382061537668,417.75,493.3333333333333,3.256843065693434,0.4190928494745474,0.9256474974239749,0.8374426640509155,-0.005309323022525402,0.3178897318881608,0.7838848230031721,0.6935021634862604
MUT-1.tif,2854,MUT,,,,,,,,,,,,,,
MUT-1.tif,2855,MUT,,,,,,,,,,,,,,
MUT-1.tif,2856,MUT,0.0,1.1251504262824619,0.5625752131412313,-0.8354714165082463,201.0,237.0,18.000000000000032,0.08057427959883956,0.948102039926142,0.6473985626123573,-0.15035173865689236,,0.7194068623765099,
MUT-1.tif,2857,MUT,,,,,,,,,,,,,,
MUT-1.tif,2858,MUT,,,,,,,,,,,,,,
MUT-1.tif,2859,MUT,,,,,,,,,,,,,,
MUT-1.tif,2860,MUT,,,,,,,,,,,,,,
MUT-1.tif,2861,MUT,,,,,,,,,,,,,,
MUT-1.tif,2862,MUT,,,,,,,,,,,,,,
MUT-1.tif,2863,MUT,,,,,,,,,,,,,,
MUT-1.tif,2864,MUT,,,,,,,,,,,,,,
MUT-1.tif,2865,MUT,28.820735263110596,4.145841139037248,-1.4286414703742587,-0.21478212876110978,387.9166666666667,616.5,12.78086816720257,0.41453708065971284,0.9219928488078364,0.8537225404933687,-0.0032241663215617482,0.687207926796646,0.8200987064692716,0.6688147667913191
MUT-1.tif,2866,MUT,,,,,,,,,,,,,,
MUT-1.tif,2867,MUT,19.425008589348504,19.756399354312297,-0.08089255462214553,-0.2286714148128545,863.7142857142857,682.8571428571429,-2.7234266654963677,0.4849078822308596,0.8832443544343322,0.8356006077847347,-0.002269961828693505,0.4136222377450029,0.7447567555038666,0.6782434165882538
MUT-1.tif,2868,MUT,28.295155496688665,19.675735368353923,-0.16493883948117755,-0.5528613348126887,309.2142857142857,186.42857142857142,-9.323248407643307,0.7699216495968596,0.8809736950697671,0.8087152296637543,-0.0037014186921602867,0.4389152430607602,0.7656704108424084,0.691517513669252
MUT-1.tif,2869,MUT,,,,,,,,,,,,,,
MUT-1.tif,2870,MUT,15.194359865254626,3.0202567274685204,-1.547217319273687,-0.23287513847803593,614.0,291.0,-27.197860962566864,0.43271842961870666,0.9478613711915719,0.8041498099179162,-0.014106323564054831,0.5138089456155897,1.1310024429911834,0.629102686771754
MUT-1.tif,2871,MUT,,,,,,,,,,,,,,
MUT-1.tif,2872,MUT,,,,,,,,,,,,,,
MUT-1.tif,2873,MUT,13.68472797066106,6.553102241313721,-0.3879519260128066,-0.037954993862539345,231.85714285714286,241.85714285714286,-0.48789582057988834,0.36376526942893644,0.9566273145648295,0.965581239165088,0.00022284680066595746,0.24804865318370511,1.2113848187428888,0.7523845376678793
MUT-1.tif,2874,MUT,,,,,,,,,,,,,,
MUT-1.tif,2875,MUT,,,,,,,,,,,,,,
MUT-1.tif,2876,MUT,,,,,,,,,,,,,,
MUT-1.tif,2877,MUT,4.610958986603187,3.7099866734835407,-0.010544737774841618,0.00161757496183,767.0571428571428,415.0857142857143,-4.915631227283308,0.3185353586060808,0.9582197828151819,0.9497584751820747,-0.0001317857796868735,0.4361526721382045,1.3289980119898135,0.6375428834035715
MUT-1.tif,2878,MUT,,,,,,,,,,,,,,
MUT-1.tif,2879,MUT,,,,,,,,,,,,,,
MUT-1.tif,2880,MUT,0.0,2.609757809107769,1.304878904553882,-4.110603693712856,130.0,69.0,-30.499999999999815,0.4521612651489008,0.8578179806088102,0.6511545662797684,-0.10333170716452049,,0.8266458770663616,
MUT-1.tif,2881,MUT,,,,,,,,,,,,,,
MUT-1.tif,2882,MUT,19.87614028274969,17.150419966875024,-0.6780312785913878,-0.4201010012489934,407.14285714285717,539.1428571428571,18.32533805537671,0.5115076823258782,0.896747493515706,0.9351459393869048,0.0034679144102912896,0.33367792591103634,0.6549152481992575,0.6724561046195732
MUT-1.tif,2883,MUT,,,,,,,,,,,,,,
MUT-1.tif,2884,MUT,,,,,,,,,,,,,,
MUT-1.tif,2885,MUT,,,,,,,,,,,,,,
MUT-1.tif,2886,MUT,8.456249793028565,5.023955221373834,-0.2539796135898507,-0.02415242827344445,689.2,578.6,-8.453431372549034,0.19222627314616816,0.9705111317193291,0.9812683988377726,0.0012955804308603697,-0.33866219211323023,0.6632483592794798,0.6635836775309996
MUT-1.tif,2887,MUT,,,,,,,,,,,,,,
MUT-1.tif,2888,MUT,,,,,,,,,,,,,,
MUT-1.tif,2889,MUT,,,,,,,,,,,,,,
MUT-1.tif,2890,MUT,0.0,2.8825830622281083,1.441291531114057,-1.3888546222316993,350.0,399.0,24.500000000000043,0.0712696053331826,0.5848929923699804,0.787314201136017,0.10121060438301847,,0.7071961396531833,
MUT-1.tif,2891,MUT,1.2397810584164684,7.013849245099394,0.7551150683036063,0.1660315025938339,248.75,264.5,1.744755244755242,0.23203423432033973,0.927514621764866,0.8533527637115408,-0.01111653898133077,0.5040494660522177,1.1375460683488858,0.737493037889704
MUT-1.tif,2892,MUT,,,,,,,,,,,,,,
MUT-1.tif,2893,MUT,0.0,7.134315590411731,3.567157795205877,-14.584250609215635,217.0,337.0,60.00000000000016,0.3283006301596854,0.8349132270697645,0.90215254229981,0.033619657615022835,,0.8858651436175128,
MUT-1.tif,2894,MUT,,,,,,,,,,,,,,
MUT-1.tif,2895,MUT,0.602101592122191,0.5617747148984452,-0.008081000465431419,-0.07135663348415425,46.5,72.0,2.809523809523807,0.25419556372089697,0.6719863301112226,0.7933449048973302,0.025085338215719132,0.04867800728391921,0.5456328384298814,0.6641830952330676
MUT-1.tif,2896,MUT,6.185683153394241,27.997492205334986,0.7355459729580549,-0.013386713793314032,748.6,529.85,-8.291343724491778,0.46350504540095505,0.7924751871625604,0.8428178227335307,0.0017304802248963378,0.5903388259638293,0.7828801959079243,0.6796654463175478
MUT-1.tif,2897,MUT,,,,,,,,,,,,,,
MUT-1.tif,2898,MUT,16.440793597203612,37.287386739841494,1.3590828764301162,-0.08222208613585678,634.7,351.15,-16.04078580622458,0.5365985514820617,0.9584681680823749,0.8071458616598031,-0.00919302276257925,0.5032804505656963,0.5186397065900373,0.7084989784728288
MUT-1.tif,2899,MUT,,,,,,,,,,,,,,
MUT-1.tif,2900,MUT,0.0,7.047113217387969,3.5235566086939696,0.5973986335069373,510.0,638.0,63.99999999999982,0.09186683920166516,0.749673220955921,0.8171446716982547,0.03373572537116676,,0.8695408607259836,
MUT-1.tif,2901,MUT,,,,,,,,,,,,,,
MUT-1.tif,2902,MUT,,,,,,,,,,,,,,
MUT-1.tif,2903,MUT,,,,,,,,,,,,,,
MUT-1.tif,2904,MUT,,,,,,,,,,,,,,
MUT-1.tif,2905,MUT,,,,,,,,,,,,,,
MUT-1.tif,2906,MUT,,,,,,,,,,,,,,
MUT-1.tif,2907,MUT,17.582089901076046,33.22943170590932,1.5846404176320033,-0.09110429355610095,326.5833333333333,274.9166666666667,-7.019494817050518,0.5706872362310371,0.7994837340919809,0.7838509995235192,0.0008369326937714145,0.4397726531434019,0.5708332925350195,0.6495453179704873
MUT-1.tif,2908,MUT,0.0,1.7818581252422627,0.8909290626211298,-2.1812657291688757,107.0,92.0,-7.499999999999933,0.22704541201527656,0.9011546651745355,0.7853306417323835,-0.057912011721076094,,0.7784572682301109,
MUT-1.tif,2909,MUT,11.496258155789294,9.733193310215302,-0.8160430147768332,0.6399252326185115,206.5,244.0,2.1111111111111254,0.1997778555736227,0.8544203512532891,0.9133047618581547,0.02312999494327791,0.14242115559447324,1.0785306666773442,0.666151361221558
MUT-1.tif,2910,MUT,0.0,5.729463927260763,1.924370768499192,-0.9039938755562176,964.0,1245.0,81.49999999999984,0.10709074339799442,0.9751608891980778,0.9877105790139412,0.0034018422324140654,0.9387587958556652,0.6193662237931465,1.0
MUT-1.tif,2911,MUT,27.011307669497988,17.501072491536664,-0.1578686203290989,-0.0089125619796695,316.6818181818182,430.4318181818182,2.2287182755134363,0.5878222443187121,0.773357098247767,0.8927717914417578,0.002188501226208072,0.493306322667398,0.5050585259212667,0.6879897776855581
MUT-1.tif,2912,MUT,7.007377265731367,20.289315031305428,1.698656415779336,0.18227780745658437,211.5,215.5,2.3815915627996462,0.5027865449365141,0.7537820738483868,0.6900691796253573,-0.011871944167489278,0.3739156947756789,0.9149835847538553,0.8382937591835334
MUT-1.tif,2913,MUT,7.630403491075387,14.124365096002554,1.3351372535674368,-0.9467861581292143,190.66666666666666,532.6666666666666,67.74852071005904,0.6821795647814938,0.7667700533571612,0.8269719890433302,0.021861293100782934,-0.3233086102446777,0.6258924915956235,0.7212006232097976
MUT-1.tif,2914,MUT,,,,,,,,,,,,,,
MUT-1.tif,2915,MUT,10.589002434691984,24.000926982528693,1.0242492382460708,-0.11713470828497062,135.44444444444446,106.0,-0.23749879564505383,1.1063998098236478,0.8237329094427043,0.8251022874802497,-0.0012531600660454984,0.3285961055944027,0.7986835249208069,0.6096163159297034
MUT-1.tif,2916,MUT,3.2606924616621002,15.696838034409208,3.2691777671869673,-2.350458859685937,113.0,281.5,36.97580645161298,0.5289641736177944,0.8358466628956598,0.9359201139935841,0.024866912336181678,0.3121412279930099,0.7988659508416399,0.6958848726729623
MUT-1.tif,2917,MUT,0.0,19.359760855233034,19.939661129482815,0.313662925594188,175.0,121.0,-51.49999999999964,0.17319665132342754,0.7322464011683205,0.8957654412077368,0.10950157238650203,,0.7080033262174682,
MUT-1.tif,2918,MUT,,,,,,,,,,,,,,
MUT-1.tif,2919,MUT,0.0,2.3569032657560887,0.926176287650704,-1.0608787776802666,135.0,126.0,8.799999999999962,0.29865291178869546,0.8530811100076668,0.7284379827683247,-0.07239696386685018,0.0639970501738356,0.69467707046072,1.0
MUT-1.tif,2920,MUT,3.3253043608291906,7.04747732647961,0.4375589405260911,-0.512049047251119,501.4,213.2,-31.11585365853659,0.5997686731236009,0.9922024050029412,0.9919044213253592,-0.0008458381374632498,0.24726499118420106,1.0015104799817125,0.5393068017260374
MUT-1.tif,2921,MUT,,,,,,,,,,,,,,
MUT-1.tif,2922,MUT,2.5153190505902803,3.839680015134082,0.6260100521306342,-0.245918336464871,359.0,361.5,-1.5714285714286456,0.255278416643907,0.9322222088019858,0.9362512999424071,0.0016584241820757346,-0.8343875122605525,0.5916705719466735,0.7362354989083172
MUT-1.tif,2923,MUT,,,,,,,,,,,,,,
MUT-1.tif,2924,MUT,,,,,,,,,,,,,,
MUT-1.tif,2925,MUT,0.0,26.4611143232952,8.77258182801015,0.16079929199083917,95.0,134.0,9.909090909090589,0.5618833450645295,0.5817539089515814,0.6943865592884421,0.09307895703410604,0.49657884344521186,0.8837775792140377,1.0
MUT-1.tif,2926,MUT,,,,,,,,,,,,,,
MUT-1.tif,2927,MUT,,,,,,,,,,,,,,
MUT-1.tif,2928,MUT,,,,,,,,,,,,,,
MUT-1.tif,2929,MUT,,,,,,,,,,,,,,
MUT-1.tif,2930,MUT,0.0,28.781749571681832,24.665876500045034,0.35455234326069235,145.0,155.0,85.99999999999916,0.36634112454101525,0.731966350072717,0.9015892706686788,0.17343223670542454,,0.7360475015891248,
MUT-1.tif,2931,MUT,8.497667920053724,5.2923726938233715,-1.8065135484523256,-3.7733519203333183,154.5,101.0,-14.579365079365108,0.4664378606581354,0.8168574762883791,0.8226155089497305,-0.0034290146462004206,0.4971996793578537,0.7318645900657734,0.8025428554632302
MUT-1.tif,2932,MUT,0.0,6.832879411167786,1.9853100366647,-0.6204298835743871,303.0,80.0,-80.2999999999995,0.44313876277108205,0.9450368626122827,0.8476914462396928,-0.023035598986434504,0.15201589415307953,0.6204328263761617,1.0
MUT-1.tif,2933,MUT,0.0,9.387789637790798,1.084020424700641,-3.195501421286169,951.0,705.0,-57.80000000000044,0.2897027396180191,0.9794391410528027,0.9101625409405694,-0.010854563377654227,-0.8660769251360803,0.9714483600971284,1.0
MUT-1.tif,2934,MUT,22.712031110419872,1.774953350062603,-2.5663107644129157,-0.298339145919726,385.5,413.0,-3.8896782281655162,0.5104773934702643,0.614585308622784,0.8934841187946785,0.03141466920909819,0.6396992294541108,0.9396126562000776,0.6603089109331274
MUT-1.tif,2935,MUT,0.0,2.271469120871601,0.36033401367233897,-2.5849175868259806,591.0,535.0,9.099999999999556,0.2518129431353199,0.9876051525948432,0.9869273541759371,0.007438296457352505,-0.6531791326984265,0.7889038236827732,1.0
MUT-1.tif,2936,MUT,,,,,,,,,,,,,,
MUT-1.tif,2937,MUT,0.0,6.515303922899246,1.88865492098344,1.3355957723493452,105.0,207.0,28.800000000000043,0.2656258748665917,0.4899765838755383,0.8640071908526779,0.12491093467586928,-0.33770866679769507,1.3906378258456484,1.0
MUT-1.tif,2938,MUT,,,,,,,,,,,,,,
MUT-1.tif,2939,MUT,0.0,7.588933294695072,3.7944666473475466,-13.434550587571847,107.0,102.0,-2.4999999999999423,0.10790171774732674,0.9099936267046727,0.7474988954943957,-0.08124736560513898,,0.8522435237088418,
MUT-1.tif,2940,MUT,3.476538113961219,11.448013093724995,0.4523042372521441,-0.06836779469671854,346.42857142857144,623.8571428571429,24.140909787103716,0.45246585121865196,0.9466146006315647,0.929261191789652,-0.0010992489671593597,0.4157337395242733,1.091315093111209,0.6961817312745455
MUT-1.tif,2941,MUT,3.486949666288835,2.1982321317778357,-0.1310640369615968,-0.22961036363591175,258.0,172.0,-10.774725274725242,0.3013979127548836,0.9565318491667691,0.8719502543677962,-0.010130716763872932,0.36939490969114164,1.0899021117595353,0.6652247402372389
MUT-1.tif,2942,MUT,13.164410062441354,12.60747760928216,0.8369549601578367,-3.211767635504921,475.0,427.5,10.064516129032267,0.4410711323945334,0.9525272655553162,0.810711259091146,-0.025606707224547602,-0.2947041971700447,0.7415728182283604,0.7028749802578911
MUT-1.tif,2943,MUT,,,,,,,,,,,,,,
MUT-1.tif,2944,MUT,,,,,,,,,,,,,,
MUT-1.tif,2945,MUT,,,,,,,,,,,,,,
MUT-1.tif,2946,MUT,24.070123909313374,3.592449895705493,-0.640866049855793,0.03425485614708714,469.93333333333334,625.4666666666667,4.606984270826597,0.2842540733604343,0.95100221813473,0.9676008265103252,0.0005754942085312086,0.7125206075494338,1.241307631277106,0.6610250943581519
MUT-1.tif,2947,MUT,,,,,,,,,,,,,,
MUT-1.tif,2948,MUT,9.453175912473489,1.298814323994642,-0.8652462465381097,-0.37493495358889045,331.0,508.0,34.76190476190472,0.3486236243355788,0.9360987127999478,0.9907536535435612,0.009855058043281082,-0.5217833945108035,1.1037646709128983,0.8116926510050385
MUT-1.tif,2949,MUT,20.92659117289934,13.365555770573762,-0.14165343921128268,-0.033702479753804915,444.8,485.48,0.6745916996271802,0.3565949934299626,0.9085214353972271,0.9108760871582581,0.0004493914212858801,0.5518265875320199,0.7115648365021068,0.665654433049174
MUT-1.tif,2950,MUT,0.0,27.3027739689383,8.75124394981148,-6.706969887335461,116.0,882.0,204.60000000000025,0.8036454276943545,0.9527580154462364,0.9592691802607702,-0.007869517124183172,0.7947835476943191,0.5855151134487505,1.0
MUT-1.tif,2951,MUT,,,,,,,,,,,,,,
MUT-1.tif,2952,MUT,,,,,,,,,,,,,,
MUT-1.tif,2953,MUT,,,,,,,,,,,,,,
MUT-1.tif,2954,MUT,21.650368797404642,1.3274099306790186,-0.7870616192748853,0.018571678709180396,126.46153846153847,165.15384615384616,1.3773132434107611,0.2738986134905535,0.6286860702193453,0.4935116065619295,-0.006381230162528585,0.7890572144005211,1.0989029986959478,0.660879493076028
MUT-1.tif,2955,MUT,17.754401541747868,23.25622619955875,1.1033679297237462,-0.1248721187027172,241.75,276.875,5.50595727198028,0.5813499008069472,0.7697613753516539,0.8164366587801333,-0.001581035019393793,0.16788296036836345,0.48458502168494433,0.7026023877349921
MUT-1.tif,2956,MUT,11.144731950077778,4.355101273136322,-0.9090257148536577,-0.30473366550791076,770.5,356.5,-62.73809523809549,0.37270243239241063,0.9858043328503967,0.8493540173717364,-0.023326913989308154,-0.06821863156578707,0.915301595492623,0.5958199882215113
MUT-1.tif,2957,MUT,0.0,1.0389178607549565,0.5194589303774747,-1.6722642323460253,62.0,55.0,-3.5000000000000258,0.04989695404704998,0.6966739236191576,0.8282452992452277,0.06578568781303502,,0.8312620911911538,
MUT-1.tif,2958,MUT,,,,,,,,,,,,,,
MUT-1.tif,2959,MUT,11.829688584586698,10.716154022873145,-1.1294280814615452,-0.4009471356893937,688.75,1213.5,58.35978552278813,0.5982794394030742,0.8991437870375125,0.9169743311865155,0.0018625020128492501,-0.12542857462105403,0.8234360333654942,0.7435193086991851
MUT-1.tif,2960,MUT,0.0,30.641195569766055,5.955915455047356,-4.023935403008478,89.0,465.0,77.52941176470688,0.6483965286442682,0.6058024823120203,0.8580483786366983,0.00012843552377733174,-0.2864706864564258,0.7102309298846327,0.8452507647755879
MUT-1.tif,2961,MUT,2.0511920766065375,16.07800042381902,3.3361873931755266,-0.25176682750541596,245.5,478.5,55.74285714285722,0.26749903305479844,0.6403127294827504,0.9229879821292714,0.051803814628305106,0.7229024671280104,0.729827388234458,0.8247822508756963
MUT-1.tif,2962,MUT,2.0174233844199874,11.865315864073374,1.7344356926961921,-0.1627297644534607,249.0,205.5,-5.56445993031357,0.17727300041307162,0.9141541676456433,0.5703428661736011,-0.08456224453160793,0.23524050155810228,0.7427335255374152,0.8679456534708494
MUT-1.tif,2963,MUT,,,,,,,,,,,,,,
MUT-1.tif,2964,MUT,,,,,,,,,,,,,,
MUT-1.tif,2965,MUT,,,,,,,,,,,,,,
MUT-1.tif,2966,MUT,,,,,,,,,,,,,,
MUT-1.tif,2967,MUT,,,,,,,,,,,,,,
MUT-1.tif,2968,MUT,,,,,,,,,,,,,,
MUT-1.tif,2969,MUT,23.18335926104178,9.784304198289892,-1.604731856194989,-1.071322941526409,504.4,115.0,-38.5504385964912,0.8058084797814756,0.8109985940861483,0.8602363266306974,0.009223215946290952,0.19214616723957964,0.7424548390083519,0.6449267036624171
MUT-1.tif,2970,MUT,,,,,,,,,,,,,,
MUT-1.tif,2971,MUT,,,,,,,,,,,,,,
MUT-1.tif,2972,MUT,,,,,,,,,,,,,,
MUT-1.tif,2973,MUT,,,,,,,,,,,,,,
MUT-1.tif,2974,MUT,14.583997632957052,11.719075506748524,3.914988882982722,-16.366531612536793,49.5,14.0,-21.29999999999866,1.1984157784641496,0.9365986429732802,0.9802841578372203,-0.18364970472521636,-0.5560892869847335,0.5999025491500136,0.6162620174288369
MUT-1.tif,2975,MUT,,,,,,,,,,,,,,
MUT-1.tif,2976,MUT,,,,,,,,,,,,,,
MUT-1.tif,2977,MUT,0.0,1.4345569654025203,0.7172784827012636,-2.2819638307871046,373.0,277.0,-47.99999999999978,0.17710707166058987,0.8334362254077453,0.8507482159029212,0.008655995247587986,,0.8287382202884116,
MUT-1.tif,2978,MUT,0.0,1.7601779799699435,0.8800889899849915,-13.867945099756843,384.0,266.0,-59.00000000000032,0.542166768021559,0.40847893015300507,0.7618299954727898,0.176675532659892,,1.1951846053948543,
MUT-1.tif,2979,MUT,0.0,2.3985414986623934,0.5791568251879244,-0.396579767236658,162.0,153.0,2.0999999999999934,0.116030420241979,0.8369671319083648,0.9433030247871804,0.043986166139760606,-0.955928342631949,0.6639927374211287,1.0
MUT-1.tif,2980,MUT,,,,,,,,,,,,,,
MUT-1.tif,2981,MUT,6.946528095580903,11.595603191216842,0.8004237836756721,-1.5731641325710752,262.5,84.5,-32.79999999999977,0.7323153868869107,0.9341531867086531,0.9670869792594678,0.010635910183067896,-0.2946869261975871,0.7788483108960687,0.5682426234037505
MUT-1.tif,2982,MUT,,,,,,,,,,,,,,
MUT-1.tif,2983,MUT,,,,,,,,,,,,,,
MUT-1.tif,2984,MUT,0.0,23.71282931844889,11.85641465922442,-6.023192314754887,627.0,1154.0,263.49999999999693,0.5158456730303095,0.9910826095721357,0.9955423269182915,0.002229858673077768,,0.7276701943529925,
MUT-1.tif,2985,MUT,,,,,,,,,,,,,,
MUT-1.tif,2986,MUT,,,,,,,,,,,,,,
MUT-1.tif,2987,MUT,1.9425458805855216,21.323473048781082,4.143897956627484,0.28074833287156614,747.0,319.0,-94.83333333333368,0.45684939373006545,0.8603469682067072,0.9254613185966604,0.016716163484347183,0.8518465674086597,0.6470757304356032,0.7343208457799504
MUT-1.tif,2988,MUT,,,,,,,,,,,,,,
MUT-1.tif,2989,MUT,,,,,,,,,,,,,,
MUT-1.tif,2990,MUT,14.534582062375836,7.764949974754633,-0.8255405239940095,-0.016732922646935537,335.2,367.6,1.7899484536082537,0.2728788675830548,0.886199758049995,0.785847132089659,-0.017479713332894487,0.22776332371248723,1.1419748017784608,0.7651433571876067
