source_file,Genotype,n_tracks,n_detections,tracks_per_frame,step_distance_mean,step_distance_std,step_distance_median,step_distance_min,step_distance_max,area_mean,area_std,area_median,area_min,area_max,eccentricity_mean,eccentricity_std,eccentricity_median,eccentricity_min,eccentricity_max,perimeter_mean,perimeter_std,perimeter_median,perimeter_min,perimeter_max,solidity_mean,solidity_std,solidity_median,solidity_min,solidity_max,early_speed_mean_sample_mean,early_speed_mean_sample_std,late_speed_mean_sample_mean,late_speed_mean_sample_std,speed_trend_slope_sample_mean,speed_trend_slope_sample_std,speed_acceleration_sample_mean,speed_acceleration_sample_std,early_area_mean_sample_mean,early_area_mean_sample_std,late_area_mean_sample_mean,late_area_mean_sample_std,area_trend_slope_sample_mean,area_trend_slope_sample_std,area_volatility_sample_mean,area_volatility_sample_std,early_eccentricity_mean_sample_mean,early_eccentricity_mean_sample_std,late_eccentricity_mean_sample_mean,late_eccentricity_mean_sample_std,eccentricity_trend_slope_sample_mean,eccentricity_trend_slope_sample_std,temporal_persistence_sample_mean,temporal_persistence_sample_std,speed_cv_sample_mean,speed_cv_sample_std,directional_consistency_sample_mean,directional_consistency_sample_std
MUT-1.tif,MUT,375,3037,25.09917355371901,15.611803094121502,16.835698016699897,8.666645817463856,0.0,115.59424189832338,404.33486993743827,266.452825432421,359.0,1,2229,0.8695398202340925,0.13569963026400084,0.916953673354325,0.0,1.0,100.41777820787058,51.64302385949149,92.84062043356595,0.0,494.72391744800103,0.8453941265210272,0.08623662587257445,0.865874363327674,0.4192339716902581,1.0,12.541677972640954,9.295325808746883,16.87785047027298,12.594631930059744,0.7297459369473206,2.4701505235109225,-0.5033034449694554,2.180217569967969,443.9557694805251,231.07746978764817,394.337426877032,185.54195437994358,-2.0908828636413603,43.62709664769165,0.429884211535187,0.17381712761650367,0.8689729280051783,0.10371759269785778,0.874257241236685,0.09676854682216537,-0.0005772003047263815,0.026210301083869608,0.3879891235148688,0.3155062941643616,0.8174404329139615,0.26879384846252147,0.7015264043306705,0.08739268911085521
MUT-2.tif,MUT,337,1800,16.071428571428573,11.512490196519341,13.36904638556221,4.574750295964797,0.0,64.87276133283045,403.9138888888889,303.6988279995185,331.0,1,2522,0.8890446905398282,0.1236221505691158,0.9270091525688099,0.0,1.0,102.7927066105632,61.85175095485499,88.35533905932738,0.0,475.1736649163069,0.8514109382450563,0.07913408057273155,0.8718642734553775,0.4970538720538721,1.0,8.179191295079594,7.14442114549871,16.170511363332874,11.891086958194473,1.0776029676346,2.3488983295842263,-0.597308550975405,2.785162063971714,420.3684998692104,239.06370183110948,412.42848199396326,222.70103344082253,-0.8413913699857105,43.957622790497915,0.3871041875628612,0.1880596330791415,0.8883202958573857,0.08395236098746237,0.8942759871959508,0.08369052488013515,0.0013860342733045979,0.02657363519344601,0.32417198076335413,0.3923683375340398,0.8247138044205037,0.24930435630692993,0.7121458881642498,0.1014525254765901
MUT-3.tif,MUT,191,1104,16.984615384615385,13.008981379498257,14.11353007827093,7.082039370503901,0.0,81.51859026555599,418.286231884058,289.3229529865609,377.0,6,2458,0.90387992521553,0.12111435686319612,0.9566340835596455,0.12700012700019,0.9986248551928261,110.84905354515928,64.27326080089937,101.24011537017762,4.82842712474619,571.2335854398791,0.8391729310294663,0.09425327454761598,0.8639526627218934,0.3742873432155074,1.0,9.59027818192118,6.342518070185392,18.39131210350699,12.014708032799863,1.3195795775014563,2.8841480174250016,-0.41966831351840594,1.6708983210549093,426.5563734507968,246.62188900744295,415.5369102978149,205.64512333398432,-3.2933565086717365,52.598673133935904,0.43429099263920906,0.1936501830129399,0.9096633783100049,0.08210104089077118,0.9038760513990898,0.08711144120309215,-0.00023969478310589568,0.02056119851036979,0.327958577576158,0.3687968250229211,0.7690598431190071,0.17143738096595132,0.7142818413478494,0.09139758329655075
MUT-5.tif,MUT,149,1082,23.52173913043478,15.634438868468301,20.981301973720296,5.84777865493235,0.0,137.74311337764823,466.59334565619224,386.3260942914894,382.0,1,2832,0.9043364418111104,0.11597307964585324,0.9455270953820911,0.0,1.0,116.79317684083453,80.77534789973213,100.17209588551708,0.0,607.5533905932737,0.8424797671670486,0.09634034017391456,0.873490469954896,0.36644854253420583,1.0,12.507921911460617,11.643735541330429,20.969572554679193,26.572500798370456,0.6381030249234231,1.8157663158399318,-0.5261938133847043,2.2181241212857494,474.50688530413856,341.70882951904036,474.54260604886235,312.49001609976483,-1.4470964048442962,67.93359915240985,0.4707697177095803,0.23675227911001026,0.9041088578624228,0.08385632354944751,0.9029203840443749,0.10183559452702745,-0.001854028445114138,0.02491196537920628,0.3618122475226542,0.4410458067176884,0.8473870601054092,0.23853778598783168,0.6984599142112836,0.08410325221374887
MUT-6.tif,MUT,165,1086,23.608695652173914,14.884002050625655,15.67203431388954,9.179216291209242,0.0,76.23662756414018,317.41896869244937,222.5795862825674,269.0,1,1902,0.8657670289249243,0.13990788763512751,0.913532440963733,0.0,1.0,92.17956831367071,53.718527756388234,80.54772721475248,0.0,437.9665581351203,0.835036322645547,0.09194977666291933,0.853448275862069,0.47619047619047616,1.0,13.456804562474026,10.56800656062152,17.744305677600437,12.829419686567089,0.743806561727627,1.9492416848455978,-0.3109451748461556,1.6354003718162378,326.33758224422803,159.87150140918556,324.46314699895726,181.43298224302046,-0.5193195019204062,23.9961539757336,0.480101624343772,0.2398257747808176,0.8569935451378279,0.12001128534361227,0.8814510457215692,0.08829819584333008,-0.00041979360508860705,0.019391350458435805,0.20808904800417324,0.32178404368282587,0.7400823862328348,0.25485699392131234,0.6935591157865426,0.08497064513045265
MUT-7.tif,MUT,231,1259,27.369565217391305,16.024035281797687,17.29614122060036,11.032072999898427,0.0,88.30687196450792,448.0794281175536,322.13971390684566,377.0,5,2719,0.8902156090881825,0.1138558842563881,0.929596951601374,0.15111867792139927,0.9970455819020068,110.39736527572569,65.37333790840711,95.87615433949867,4.207106781186548,609.1269837220809,0.8356842012393952,0.09718337794641355,0.8630705394190872,0.338318013444917,1.0,12.97793509429141,10.332249764075272,19.009156132348593,13.189184750121038,1.3383579703057509,3.189946574927517,-0.7348017373265832,3.4922570045698107,431.32030348856034,229.71638850621235,474.4161162334098,240.72185819321996,1.0882603929415584,84.69184398916245,0.477070870983599,0.21983087062762505,0.88115220205788,0.07641917088341398,0.890120957338447,0.07182206807226361,0.0003582790216091157,0.018146662743317415,0.29309479529287297,0.358230810532865,0.7602717114775647,0.2875800734912339,0.7181912777606403,0.09509308937947863
WT-1.tif,WT,422,2178,17.852459016393443,8.025767734493908,11.605507634938077,2.8877658228601355,0.0,87.93185512322954,353.48163452708906,196.93337021389712,330.0,1,1439,0.8855601109784671,0.12184986794865028,0.9288413324256111,0.0,1.0,93.05377963980175,41.697497137125964,85.25483399593904,0.0,367.9360748630709,0.8545909340062011,0.07315995244692351,0.8730335489800969,0.41965587634878976,1.0,8.090554586025963,9.294201361555855,8.45500200892004,7.558181934400794,0.7854065247358989,2.636077479428282,-0.49357726669664814,2.85601438609148,371.67456861770194,159.89901410760413,347.8270983900363,151.0194308006107,-3.0760743152003043,35.966761861828175,0.34112215754160174,0.17567877559722034,0.8972350853592558,0.09002139205114708,0.8801358709960005,0.08885657071851125,-0.0006000864688179993,0.01783919117248221,0.2719478548720904,0.34635382378203555,0.8858773544216013,0.28280480466476166,0.7081040743093718,0.09107730988929617
WT-10.tif,WT,114,700,15.217391304347826,15.819728799026208,16.740373491170715,9.012105941403707,0.0,90.64698511269243,484.66714285714284,330.1264669539955,418.5,2,2049,0.9068546747598313,0.0972429400826371,0.9452904222460705,0.40271803222511554,1.0,120.77608825282327,73.25639566740425,106.5802127934803,0.0,460.9432175380074,0.8290704483278886,0.10269936593616222,0.8504839634141419,0.3621583411875589,1.0,11.677697257858904,8.55648923799712,18.189329469827882,11.645281438547922,0.7045600735608318,1.538854723347326,-0.8963591471807331,2.743657076732973,519.4490651709402,260.20953325819295,522.1385683760684,224.85239060710504,-6.236453555218205,55.14899166040029,0.4664531841504862,0.196541747740104,0.9077007852208692,0.06566755556211931,0.9143857438557658,0.06316769485444662,-3.0662713719309645e-05,0.01781630944753554,0.28703305244064004,0.36114898365065407,0.7495746092936763,0.2058073245082278,0.733066260078748,0.10616451100692083
WT-2.tif,WT,505,2957,24.43801652892562,8.00766443457042,11.124702440859963,2.4974454426418267,0.0,58.57022884851776,332.80148799458914,155.88011778583086,314.0,1,1708,0.913399038338279,0.10779150663450866,0.9516664394929104,0.0,1.0,92.67709887467461,35.26079249195626,89.11269837220809,0.0,403.2508293825822,0.8661024834672705,0.06600374095774801,0.8820058997050148,0.5014543339150669,1.0,6.950136702541266,6.733390644910903,8.64401568790833,8.032214016094855,0.5375945572301886,1.6901584288364568,-0.37387148677974225,1.8667714299023572,329.8985303013322,115.07729117401912,348.6908751672172,120.69604324028312,-0.3134074694002849,21.990139537564385,0.27813065619134075,0.12179688501710281,0.9145996422927068,0.08449883980810331,0.9111182964276618,0.0818818583660443,-0.0002968251482250192,0.01373917936339907,0.324227837097292,0.3801559170871817,0.9565322199141043,0.2964564424539989,0.7104640123048517,0.09482281996123644
WT-3.tif,WT,255,2038,16.84297520661157,10.701020821432968,13.608738858830852,3.505125749448969,0.0,72.06895028259446,433.23110893032384,288.1016806162873,388.0,1,2676,0.9083369727083538,0.10721932220832676,0.9468105187782911,0.0,1.0,109.39243619563705,60.94846090165944,95.26955262170047,0.0,689.4823227814084,0.8466051959844111,0.09040669695178039,0.8728029534189354,0.3222543352601156,1.0,7.303322721115002,6.056000475214669,12.406935255052638,10.598537005899715,0.5779371390571553,1.608798768838642,-0.21806199759611095,1.2038785650889405,447.4751109659617,203.13633177327915,415.7395478518271,222.38682869678243,-2.9822114457976436,30.712160711914514,0.4226130198323557,0.21315844631407682,0.9019485722491244,0.07724893433249712,0.9140782887585973,0.06932004660982696,-0.0006067834325926926,0.011234320317916912,0.4366552755883574,0.3878556011577691,0.9252256315783521,0.2683181199461153,0.6998398365334223,0.08339553455657554
WT-4.tif,WT,292,1349,16.8625,10.08620532387937,12.743347161253112,4.9988297363059955,0.0,68.97416076078936,582.3669384729429,445.8532074745268,480.0,1,2843,0.8676430452696968,0.13574843748445758,0.909826624839712,0.0,1.0,123.19659608031877,76.44163796436104,111.39696961967,0.0,575.6122650963194,0.8483648528307811,0.09633076566847373,0.8763440860215054,0.374019312009656,1.0,8.4920823694123,6.677225131399442,12.494802698199738,10.792586630740747,1.074455568386978,2.8633430946113716,-0.8080336267691061,2.0874697048014026,620.3992131400955,381.05473734652304,571.6529951832892,339.7723231941603,-12.226534140731212,55.55717508240048,0.4091240967050907,0.21149248452418534,0.8519250455192133,0.10944975377595112,0.8726597887747184,0.10253352897977108,-0.0003763789853331305,0.021030302334725366,0.24708102335047752,0.36897031324858814,0.8141507894457761,0.17227450895803384,0.7134139178802885,0.11437433455137834
WT-5.tif,WT,249,1487,22.876923076923077,15.748740342870505,18.246304095997058,8.338563131644564,0.0,111.35268413170822,338.6180228648285,212.5696703728941,301.0,1,1276,0.8920624957997619,0.1270909833854274,0.9411723384326658,0.0,1.0,95.79850580114824,49.627306034286434,87.91168824543142,0.0,333.22034611053283,0.8438757178991186,0.07641041257679729,0.8584298584298584,0.4816912042280106,1.0,14.373607622038028,11.21180850731122,19.392041569535134,17.20317168019504,1.017161252033912,2.7300745001331945,-0.38723733985634023,1.8030753987645114,345.62680492597667,141.08967028310252,346.5736752407755,146.49814966282224,-3.3679200051248075,41.87108353632735,0.47788549392145696,0.21988896263988664,0.89177607636568,0.08568832953929237,0.8786854551707662,0.09233985643381493,-0.0007233933343137745,0.013561545571800416,0.33266063911075455,0.38528785938894083,0.7547452904702467,0.22544844658398083,0.7001001132152657,0.0894037567127653
WT-6.tif,WT,280,1462,22.49230769230769,12.515717049909755,13.997584611575338,6.7738156541202095,0.0,74.6932167791643,474.4733242134063,401.25775430927513,362.5,1,4064,0.8875653461435704,0.1216004914069663,0.924240953476416,0.0,1.0,112.4955853535877,77.1527048026299,92.01524163602468,0.0,841.7321061434641,0.8455658040132954,0.09285666585752815,0.8729627860062643,0.3202521670606777,1.0,9.509246542143636,8.466043370856186,15.566727925767921,11.023026422233592,0.5919025702475309,1.2071858692668929,-0.24024996254118533,1.006811268519964,472.20337952368845,286.74427756636334,428.7065720611916,287.00434972017564,-1.5429441214561812,48.899130472054395,0.456295680715148,0.26030064329472663,0.8784244891197588,0.0896819227480322,0.8887724375233305,0.08767718197390884,0.00045133166457915166,0.011431019666312294,0.28295473550088357,0.39459936671428536,0.7472381594225831,0.19029683433312575,0.7291316049281364,0.10116253504016187
WT-7.tif,WT,203,1801,28.58730158730159,18.180581652459882,16.210431956454695,15.278780910929258,0.0,89.17590874041812,403.4730705163798,300.5165635515696,343.0,1,2668,0.8689753287285257,0.13080560316328335,0.9135129530965317,0.0,1.0,105.41658231323443,64.65346374500244,89.14823227814082,0.0,575.0559159102155,0.8326700034554901,0.09957126369075191,0.8590308370044053,0.39905857740585776,1.0,15.351499449412712,10.606837203897113,20.485796690787943,10.694373040826425,0.37203894515902225,0.853917219815948,-0.160865386123193,1.292026081716765,419.7098370425088,206.46822235901098,426.5911118455411,211.10236173684916,0.4467288895782755,24.820036210770375,0.5263530057657462,0.22511994569683952,0.8758243594653616,0.07704112387437374,0.8571342507525375,0.09098286127014216,-0.0007702556109975828,0.00816605379146132,0.37847955825033547,0.3315151303937596,0.674367802254478,0.18838086939951157,0.6990180460795279,0.08097896532732911
WT-8.tif,WT,344,2190,32.205882352941174,14.64372381501579,15.40493339598749,8.472299651408125,0.0,97.62969280024515,453.3095890410959,421.2695067342036,320.0,1,3313,0.8618822325376928,0.13547341729841147,0.9093646662535223,0.0,1.0,112.76722297318575,87.41065474079642,85.84062043356595,0.0,731.8904396893714,0.8274422341835149,0.11975157101275155,0.8637330754352031,0.32575757575757575,1.0,11.890344536795066,8.85340135191773,17.864968542111303,11.542581252610427,0.49893958772561375,0.9762546394417952,-0.15495549091284308,0.5821207370097161,443.2569307976339,276.6673052198503,438.79033676815203,305.5602683612492,0.5233689521933218,26.262953134068933,0.4911044519296475,0.24055472940721162,0.8595800434850028,0.1036307646243318,0.8600718013900897,0.0959016169084775,-0.00020498590305738967,0.013961827522319385,0.306054162371021,0.30973200055516126,0.7293134916011436,0.2381596267174361,0.6979326007341108,0.08306353454701827
WT-9.tif,WT,151,940,20.434782608695652,12.926310030967228,15.612248888358844,4.997180743743279,0.0,81.50475319994099,538.513829787234,487.72628326866703,407.0,1,3524,0.8939799973343556,0.11841819893105296,0.9371407948976116,0.0,1.0,130.50946136243937,98.31248652826946,101.92945519839779,0.0,755.1808075912433,0.8154365845100202,0.12098530720296313,0.8514189271132312,0.41957868649318464,1.0,11.411269545454921,12.487593242011409,16.10814332010833,15.313221329437981,1.0416512565924818,2.5058822557101887,-0.3376081770885628,1.9898802230117902,566.5725770757022,464.4780817185655,524.2462864392552,356.08096003405467,-7.195806131606706,119.61383208858972,0.4656949424772336,0.23186603713063597,0.8903892698553039,0.09008545882860725,0.9112391211951051,0.05456915718838686,0.0017937561040610385,0.018690912096368355,0.38027870282988513,0.40737306251312866,0.8638711683043379,0.25633699785648756,0.6996847710372079,0.08479987650193455
