track_id,Genotype,start,end,duration
3046,MUT,67,67,1
3047,MUT,67,73,13
3048,MUT,68,74,10
3049,MUT,68,68,1
3050,MUT,68,71,7
3051,MUT,69,69,1
3052,MUT,69,75,7
3053,MUT,69,71,3
3054,MUT,70,70,1
3055,MUT,70,70,1
3056,MUT,70,70,1
3057,MUT,70,73,4
3058,MUT,70,72,3
3059,MUT,71,74,4
3060,MUT,71,78,14
3061,MUT,71,71,1
3062,MUT,72,80,12
3063,MUT,72,73,2
3064,MUT,72,72,1
3065,MUT,73,76,7
3066,MUT,74,81,8
3067,MUT,74,74,1
3068,MUT,74,76,6
3069,MUT,75,81,18
3070,MUT,75,78,7
3071,MUT,76,91,19
3072,MUT,76,76,1
3073,MUT,76,77,2
3074,MUT,76,81,9
3075,MUT,76,78,6
3076,MUT,77,78,2
3077,MUT,78,78,1
3078,MUT,78,80,3
3079,MUT,78,90,16
3080,MUT,78,78,1
3081,MUT,78,82,5
3082,MUT,79,79,1
3083,MUT,80,81,2
3084,MUT,80,80,1
3085,MUT,80,83,4
3086,MUT,80,83,7
3087,MUT,81,120,52
3088,MUT,81,112,44
3089,MUT,81,81,1
3090,MUT,81,85,5
3091,MUT,82,105,27
3092,MUT,82,88,10
3093,MUT,82,84,3
3094,MUT,82,83,2
3095,MUT,83,120,79
3096,MUT,83,83,1
3097,MUT,84,84,1
3098,MUT,84,84,1
3099,MUT,84,120,123
3100,MUT,84,98,21
3101,MUT,84,85,5
3102,MUT,85,101,46
3103,MUT,85,85,1
3104,MUT,85,85,1
3105,MUT,86,87,2
3106,MUT,86,86,1
3107,MUT,86,93,11
3108,MUT,87,90,4
3109,MUT,87,97,11
3110,MUT,88,88,1
3111,MUT,89,89,1
3112,MUT,89,91,3
3113,MUT,90,93,4
3114,MUT,90,90,1
3115,MUT,90,104,15
3116,MUT,90,90,1
3117,MUT,90,90,1
3118,MUT,92,95,4
3119,MUT,92,110,36
3120,MUT,92,92,1
3121,MUT,93,120,118
3122,MUT,93,93,1
3123,MUT,93,95,3
3124,MUT,94,95,2
3125,MUT,94,95,2
3126,MUT,94,95,2
3127,MUT,95,98,4
3128,MUT,95,97,6
3129,MUT,95,95,1
3130,MUT,96,98,3
3131,MUT,97,97,1
3132,MUT,97,97,1
3133,MUT,97,97,1
3134,MUT,97,112,25
3135,MUT,97,97,1
3136,MUT,97,97,1
3137,MUT,98,120,40
3138,MUT,99,99,1
3139,MUT,99,105,7
3140,MUT,99,100,2
3141,MUT,99,101,3
3142,MUT,99,99,1
3143,MUT,100,101,2
3144,MUT,100,102,3
3145,MUT,100,100,1
3146,MUT,100,100,1
3147,MUT,101,116,33
3148,MUT,102,104,3
3149,MUT,102,113,18
3150,MUT,102,105,4
3151,MUT,102,103,2
3152,MUT,102,102,1
3153,MUT,103,120,36
3154,MUT,103,103,1
3155,MUT,104,104,1
3156,MUT,106,120,21
3157,MUT,106,106,1
3158,MUT,106,106,1
3159,MUT,107,109,6
3160,MUT,107,112,6
3161,MUT,107,107,1
3162,MUT,107,107,1
3163,MUT,108,109,2
3164,MUT,109,120,30
3165,MUT,110,112,3
3166,MUT,110,111,2
3167,MUT,111,111,1
3168,MUT,111,111,1
3169,MUT,111,111,1
3170,MUT,111,112,2
3171,MUT,112,112,1
3172,MUT,113,120,8
3173,MUT,114,120,7
3174,MUT,114,120,24
3175,MUT,115,115,1
3176,MUT,115,120,6
3177,MUT,115,120,6
3178,MUT,115,116,2
3179,MUT,115,115,1
3180,MUT,115,115,1
3181,MUT,116,116,1
3182,MUT,116,118,6
3183,MUT,118,120,3
3184,MUT,118,120,6
3185,MUT,118,120,3
3186,MUT,119,120,2
3187,MUT,119,120,2
3188,MUT,120,120,1
3189,MUT,120,120,1
3190,MUT,0,2,3
3191,MUT,0,5,6
3192,MUT,0,3,4
3193,MUT,0,42,49
3194,MUT,0,0,1
3195,MUT,0,16,17
3196,MUT,0,13,14
3197,MUT,0,29,30
3198,MUT,0,67,110
3199,MUT,0,4,5
3200,MUT,0,7,8
3201,MUT,0,14,92
3202,MUT,0,3,7
3203,MUT,0,2,3
3204,MUT,0,44,105
3205,MUT,0,39,90
3206,MUT,0,0,1
3207,MUT,0,20,39
3208,MUT,0,2,3
3209,MUT,1,4,7
3210,MUT,1,1,1
3211,MUT,1,17,31
3212,MUT,1,2,2
3213,MUT,2,2,1
3214,MUT,2,4,6
3215,MUT,2,5,4
3216,MUT,2,3,2
3217,MUT,2,2,1
3218,MUT,2,13,18
3219,MUT,3,4,2
3220,MUT,4,5,2
3221,MUT,5,5,1
3222,MUT,5,5,1
3223,MUT,6,6,1
3224,MUT,6,6,1
3225,MUT,6,6,1
3226,MUT,6,6,1
3227,MUT,7,22,49
3228,MUT,7,9,3
3229,MUT,8,9,2
3230,MUT,8,10,3
3231,MUT,9,9,1
3232,MUT,9,9,1
3233,MUT,10,21,12
3234,MUT,10,12,3
3235,MUT,11,12,2
3236,MUT,12,12,1
3237,MUT,12,14,3
3238,MUT,12,13,2
3239,MUT,12,13,2
3240,MUT,12,12,1
3241,MUT,12,12,1
3242,MUT,13,13,1
3243,MUT,13,13,1
3244,MUT,14,14,1
3245,MUT,14,63,234
3246,MUT,14,15,2
3247,MUT,14,14,1
3248,MUT,15,24,16
3249,MUT,15,37,53
3250,MUT,16,18,3
3251,MUT,16,21,6
3252,MUT,17,19,3
3253,MUT,17,20,4
3254,MUT,17,17,1
3255,MUT,18,23,6
3256,MUT,18,23,6
3257,MUT,19,19,1
3258,MUT,19,19,1
3259,MUT,19,19,1
3260,MUT,20,20,1
3261,MUT,20,20,1
3262,MUT,20,20,1
3263,MUT,20,21,2
3264,MUT,21,34,17
3265,MUT,21,21,1
3266,MUT,21,21,1
3267,MUT,21,21,1
3268,MUT,21,21,1
3269,MUT,22,25,7
3270,MUT,23,23,1
3271,MUT,23,37,15
3272,MUT,23,23,1
3273,MUT,23,23,1
3274,MUT,24,24,1
3275,MUT,24,24,1
3276,MUT,24,29,6
3277,MUT,24,59,122
3278,MUT,24,25,2
3279,MUT,25,25,1
3280,MUT,25,25,1
3281,MUT,25,26,2
3282,MUT,25,25,1
3283,MUT,25,26,2
3284,MUT,25,25,1
3285,MUT,26,26,1
3286,MUT,26,36,32
3287,MUT,27,28,2
3288,MUT,27,27,1
3289,MUT,27,27,1
3290,MUT,28,28,1
3291,MUT,29,30,2
3292,MUT,29,29,1
3293,MUT,30,30,1
3294,MUT,30,34,5
3295,MUT,31,33,3
3296,MUT,31,38,14
3297,MUT,31,31,1
3298,MUT,31,31,1
3299,MUT,31,31,1
3300,MUT,32,32,1
3301,MUT,32,72,88
3302,MUT,34,34,1
3303,MUT,34,34,1
3304,MUT,34,36,3
3305,MUT,35,35,1
3306,MUT,35,35,1
3307,MUT,36,36,1
3308,MUT,36,38,3
3309,MUT,36,37,2
3310,MUT,37,37,1
3311,MUT,37,38,2
3312,MUT,38,39,2
3313,MUT,38,41,4
3314,MUT,38,46,12
3315,MUT,38,41,4
3316,MUT,39,39,1
3317,MUT,40,41,2
3318,MUT,40,40,1
3319,MUT,40,40,1
3320,MUT,40,42,3
3321,MUT,40,40,1
3322,MUT,40,43,7
3323,MUT,41,42,2
3324,MUT,41,42,2
3325,MUT,41,48,8
3326,MUT,42,42,1
3327,MUT,42,50,9
3328,MUT,43,43,1
3329,MUT,43,43,1
3330,MUT,43,43,1
3331,MUT,43,47,5
3332,MUT,44,51,8
3333,MUT,44,45,2
3334,MUT,44,44,1
3335,MUT,45,45,1
3336,MUT,45,45,1
3337,MUT,46,50,8
3338,MUT,46,49,4
3339,MUT,46,47,2
3340,MUT,46,46,1
3341,MUT,46,74,81
3342,MUT,46,47,2
3343,MUT,47,47,1
3344,MUT,47,47,1
3345,MUT,47,56,22
3346,MUT,48,49,2
3347,MUT,48,48,1
3348,MUT,49,49,1
3349,MUT,49,52,4
3350,MUT,50,55,9
3351,MUT,51,84,37
3352,MUT,52,54,3
3353,MUT,52,52,1
3354,MUT,52,52,1
3355,MUT,52,57,6
3356,MUT,53,53,1
3357,MUT,53,58,6
3358,MUT,53,57,5
3359,MUT,54,54,1
3360,MUT,55,55,1
3361,MUT,55,55,1
3362,MUT,55,55,1
3363,MUT,55,55,1
3364,MUT,55,56,2
3365,MUT,57,57,1
3366,MUT,57,57,1
3367,MUT,57,68,15
3368,MUT,58,58,1
3369,MUT,58,61,7
3370,MUT,58,58,1
3371,MUT,59,59,1
3372,MUT,59,59,1
3373,MUT,60,60,1
3374,MUT,60,62,3
3375,MUT,60,60,1
3376,MUT,60,60,1
3377,MUT,61,61,1
3378,MUT,61,62,2
3379,MUT,61,70,16
3380,MUT,61,61,1
3381,MUT,62,63,2
3382,MUT,62,62,1
3383,MUT,63,63,1
3384,MUT,63,63,1
3385,MUT,63,63,1
3386,MUT,63,63,1
3387,MUT,64,64,1
3388,MUT,64,75,21
3389,MUT,64,64,1
3390,MUT,65,65,1
3391,MUT,65,73,12
3392,MUT,65,67,3
3393,MUT,66,71,6
3394,MUT,66,67,2
3395,MUT,66,70,5
3396,MUT,67,67,1
3397,MUT,67,67,1
3398,MUT,67,67,1
3399,MUT,67,70,4
3400,MUT,67,67,1
3401,MUT,68,68,1
3402,MUT,68,71,4
3403,MUT,68,68,1
3404,MUT,69,70,2
3405,MUT,69,69,1
3406,MUT,69,77,9
3407,MUT,69,69,1
3408,MUT,69,69,1
3409,MUT,70,77,8
3410,MUT,70,71,2
3411,MUT,70,91,77
3412,MUT,71,71,1
3413,MUT,71,74,4
3414,MUT,72,86,21
3415,MUT,72,79,20
3416,MUT,72,74,3
3417,MUT,73,75,3
3418,MUT,74,74,1
3419,MUT,74,74,1
3420,MUT,75,77,3
3421,MUT,75,76,2
3422,MUT,76,89,17
3423,MUT,76,76,1
3424,MUT,76,76,1
3425,MUT,76,76,1
3426,MUT,76,81,9
3427,MUT,76,79,7
3428,MUT,77,77,1
3429,MUT,77,77,1
3430,MUT,77,77,1
3431,MUT,78,78,1
3432,MUT,78,86,9
3433,MUT,78,79,2
3434,MUT,79,80,2
3435,MUT,79,79,1
3436,MUT,79,80,2
3437,MUT,79,79,1
3438,MUT,80,82,3
3439,MUT,81,81,1
3440,MUT,81,87,19
3441,MUT,82,85,7
3442,MUT,82,85,4
3443,MUT,82,88,10
3444,MUT,83,83,1
3445,MUT,83,83,1
3446,MUT,83,92,25
3447,MUT,83,84,2
3448,MUT,83,87,5
3449,MUT,83,87,5
3450,MUT,84,84,1
3451,MUT,84,84,1
3452,MUT,84,86,3
3453,MUT,84,84,1
3454,MUT,86,94,15
3455,MUT,86,90,5
3456,MUT,86,86,1
3457,MUT,87,92,6
3458,MUT,88,88,1
3459,MUT,88,90,9
3460,MUT,88,88,1
3461,MUT,89,89,1
3462,MUT,89,90,2
3463,MUT,90,97,8
3464,MUT,91,91,1
3465,MUT,92,101,10
3466,MUT,92,93,10
3467,MUT,92,92,1
3468,MUT,92,92,1
3469,MUT,92,92,1
3470,MUT,93,93,1
3471,MUT,93,93,1
3472,MUT,94,94,1
3473,MUT,94,97,4
3474,MUT,94,102,9
3475,MUT,94,95,2
3476,MUT,94,98,8
3477,MUT,95,100,6
3478,MUT,95,95,1
3479,MUT,95,95,1
3480,MUT,95,110,16
3481,MUT,96,96,1
3482,MUT,97,97,1
3483,MUT,97,97,1
3484,MUT,97,99,9
3485,MUT,97,97,1
3486,MUT,97,97,1
3487,MUT,98,98,1
3488,MUT,98,98,1
3489,MUT,98,100,3
3490,MUT,99,109,11
3491,MUT,99,99,1
3492,MUT,99,102,4
3493,MUT,100,111,18
3494,MUT,100,100,1
3495,MUT,101,102,2
3496,MUT,101,104,10
3497,MUT,101,111,14
3498,MUT,102,102,1
3499,MUT,102,111,13
3500,MUT,102,106,5
3501,MUT,103,111,15
3502,MUT,103,111,9
3503,MUT,104,104,1
3504,MUT,104,104,1
3505,MUT,104,107,4
3506,MUT,104,109,6
3507,MUT,105,106,2
3508,MUT,105,105,1
3509,MUT,105,107,3
3510,MUT,106,107,2
3511,MUT,106,111,6
3512,MUT,106,106,1
3513,MUT,106,111,20
3514,MUT,106,106,1
3515,MUT,106,106,1
3516,MUT,107,109,6
3517,MUT,108,108,1
3518,MUT,108,110,3
3519,MUT,108,110,6
3520,MUT,109,109,1
3521,MUT,109,109,1
3522,MUT,109,109,1
3523,MUT,110,110,1
3524,MUT,110,110,1
3525,MUT,111,111,1
3526,MUT,111,111,1
3527,MUT,0,1,2
3528,MUT,0,0,1
3529,MUT,0,1,2
3530,MUT,0,5,14
3531,MUT,0,10,14
3532,MUT,0,16,26
3533,MUT,0,3,4
3534,MUT,0,0,1
3535,MUT,0,0,1
3536,MUT,0,0,1
3537,MUT,0,1,2
3538,MUT,0,5,20
3539,MUT,0,23,30
3540,MUT,0,8,18
3541,MUT,0,13,14
3542,MUT,0,10,14
3543,MUT,0,0,1
3544,MUT,1,2,2
3545,MUT,1,7,7
3546,MUT,1,64,142
3547,MUT,1,1,1
3548,MUT,2,2,1
3549,MUT,2,11,13
3550,MUT,3,20,41
3551,MUT,3,5,3
3552,MUT,4,28,65
3553,MUT,4,4,1
3554,MUT,4,4,1
3555,MUT,4,4,1
3556,MUT,4,5,2
3557,MUT,5,5,1
3558,MUT,6,6,1
3559,MUT,6,6,1
3560,MUT,6,8,3
3561,MUT,7,7,1
3562,MUT,7,11,5
3563,MUT,7,8,2
3564,MUT,7,7,1
3565,MUT,8,11,4
3566,MUT,8,8,1
3567,MUT,8,9,2
3568,MUT,8,13,17
3569,MUT,9,9,1
3570,MUT,9,10,2
3571,MUT,9,9,1
3572,MUT,10,17,11
3573,MUT,10,15,6
3574,MUT,10,10,1
3575,MUT,12,20,20
3576,MUT,12,15,4
3577,MUT,12,16,5
3578,MUT,13,18,6
3579,MUT,14,14,1
3580,MUT,14,14,1
3581,MUT,14,14,1
3582,MUT,15,15,1
3583,MUT,15,15,1
3584,MUT,15,20,9
3585,MUT,16,51,39
3586,MUT,16,16,1
3587,MUT,17,17,1
3588,MUT,18,18,1
3589,MUT,18,64,185
3590,MUT,18,18,1
3591,MUT,18,18,1
3592,MUT,18,20,3
3593,MUT,19,19,1
3594,MUT,20,27,11
3595,MUT,20,23,4
3596,MUT,20,27,29
3597,MUT,21,22,2
3598,MUT,21,21,1
3599,MUT,21,25,19
3600,MUT,21,21,1
3601,MUT,22,22,1
3602,MUT,22,22,1
3603,MUT,22,50,55
3604,MUT,22,22,1
3605,MUT,23,24,2
3606,MUT,23,28,6
3607,MUT,23,41,34
3608,MUT,23,30,33
3609,MUT,23,24,2
3610,MUT,23,23,1
3611,MUT,23,31,12
3612,MUT,24,24,1
3613,MUT,25,28,4
3614,MUT,25,44,66
3615,MUT,25,25,1
3616,MUT,25,25,1
3617,MUT,26,29,4
3618,MUT,27,27,1
3619,MUT,27,28,2
3620,MUT,27,27,1
3621,MUT,27,27,1
3622,MUT,29,31,3
3623,MUT,29,44,41
3624,MUT,29,30,2
3625,MUT,29,36,31
3626,MUT,29,29,1
3627,MUT,29,31,3
3628,MUT,29,30,2
3629,MUT,30,31,2
3630,MUT,30,31,2
3631,MUT,31,31,1
3632,MUT,31,32,2
3633,MUT,32,32,1
3634,MUT,32,34,3
3635,MUT,33,64,32
3636,MUT,33,41,12
3637,MUT,33,35,3
3638,MUT,33,33,1
3639,MUT,34,35,2
3640,MUT,34,34,1
3641,MUT,35,35,1
3642,MUT,36,36,1
3643,MUT,37,38,2
3644,MUT,37,37,1
3645,MUT,39,39,1
3646,MUT,39,39,1
3647,MUT,39,40,2
3648,MUT,39,40,5
3649,MUT,39,45,7
3650,MUT,40,47,8
3651,MUT,40,43,4
3652,MUT,41,41,1
3653,MUT,41,41,1
3654,MUT,42,54,16
3655,MUT,42,46,8
3656,MUT,43,43,1
3657,MUT,43,44,2
3658,MUT,43,45,3
3659,MUT,44,44,1
3660,MUT,44,50,10
3661,MUT,44,44,1
3662,MUT,44,44,1
3663,MUT,44,45,2
3664,MUT,45,50,12
3665,MUT,46,46,1
3666,MUT,46,52,7
3667,MUT,46,46,1
3668,MUT,46,47,2
3669,MUT,46,47,2
3670,MUT,47,50,10
3671,MUT,47,48,2
3672,MUT,48,51,7
3673,MUT,48,63,16
3674,MUT,48,48,1
3675,MUT,49,49,1
3676,MUT,49,49,1
3677,MUT,49,50,2
3678,MUT,50,54,5
3679,MUT,50,54,8
3680,MUT,50,50,1
3681,MUT,51,64,17
3682,MUT,52,52,1
3683,MUT,52,53,2
3684,MUT,52,52,1
3685,MUT,52,64,22
3686,MUT,52,55,4
3687,MUT,52,52,1
3688,MUT,53,64,18
3689,MUT,54,59,6
3690,MUT,54,54,1
3691,MUT,54,54,1
3692,MUT,54,54,1
3693,MUT,54,54,1
3694,MUT,54,54,1
3695,MUT,54,54,1
3696,MUT,55,58,7
3697,MUT,56,59,4
3698,MUT,56,64,9
3699,MUT,56,58,3
3700,MUT,56,56,1
3701,MUT,56,59,4
3702,MUT,57,58,2
3703,MUT,57,61,5
3704,MUT,57,64,8
3705,MUT,58,58,1
3706,MUT,59,59,1
3707,MUT,60,61,2
3708,MUT,60,64,5
3709,MUT,60,62,3
3710,MUT,60,64,5
3711,MUT,61,63,3
3712,MUT,61,64,4
3713,MUT,61,61,1
3714,MUT,63,63,1
3715,MUT,63,64,2
3716,MUT,64,64,1
3717,MUT,64,64,1
3718,MUT,0,0,1
3719,MUT,0,4,5
3720,MUT,0,14,18
3721,MUT,0,0,1
3722,MUT,0,8,15
3723,MUT,0,15,37
3724,MUT,0,0,1
3725,MUT,0,6,24
3726,MUT,0,39,122
3727,MUT,0,41,87
3728,MUT,0,8,9
3729,MUT,0,0,1
3730,MUT,0,0,1
3731,MUT,0,0,1
3732,MUT,0,0,1
3733,MUT,0,0,1
3734,MUT,0,11,15
3735,MUT,0,45,88
3736,MUT,0,4,11
3737,MUT,0,14,15
3738,MUT,0,0,1
3739,MUT,0,10,26
3740,MUT,1,2,2
3741,MUT,1,8,8
3742,MUT,1,3,6
3743,MUT,1,2,2
3744,MUT,1,1,1
3745,MUT,1,17,17
3746,MUT,1,2,2
3747,MUT,1,7,7
3748,MUT,1,1,1
3749,MUT,1,4,7
3750,MUT,1,14,14
3751,MUT,1,45,81
3752,MUT,2,2,1
3753,MUT,2,13,12
3754,MUT,2,45,104
3755,MUT,4,8,8
3756,MUT,4,7,4
3757,MUT,4,5,2
3758,MUT,4,4,1
3759,MUT,4,4,1
3760,MUT,5,7,3
3761,MUT,5,45,168
3762,MUT,5,6,2
3763,MUT,6,7,2
3764,MUT,6,7,2
3765,MUT,6,6,1
3766,MUT,7,11,5
3767,MUT,7,7,1
3768,MUT,7,7,1
3769,MUT,8,30,44
3770,MUT,8,37,33
3771,MUT,8,9,2
3772,MUT,9,21,13
3773,MUT,9,11,3
3774,MUT,9,12,4
3775,MUT,9,9,1
3776,MUT,10,18,9
3777,MUT,10,27,46
3778,MUT,11,21,11
3779,MUT,11,13,3
3780,MUT,11,11,1
3781,MUT,11,14,4
3782,MUT,11,14,4
3783,MUT,13,15,3
3784,MUT,13,13,1
3785,MUT,14,14,1
3786,MUT,14,15,2
3787,MUT,15,15,1
3788,MUT,15,15,1
3789,MUT,15,18,4
3790,MUT,15,15,1
3791,MUT,15,15,1
3792,MUT,15,15,1
3793,MUT,16,18,3
3794,MUT,16,21,6
3795,MUT,16,28,13
3796,MUT,16,19,7
3797,MUT,16,16,1
3798,MUT,17,18,2
3799,MUT,17,17,1
3800,MUT,18,18,1
3801,MUT,18,19,2
3802,MUT,19,20,2
3803,MUT,20,20,1
3804,MUT,20,29,10
3805,MUT,20,20,1
3806,MUT,20,24,8
3807,MUT,21,21,1
3808,MUT,21,28,8
3809,MUT,21,21,1
3810,MUT,21,27,10
3811,MUT,21,21,1
3812,MUT,21,28,11
3813,MUT,22,24,3
3814,MUT,22,22,1
3815,MUT,22,22,1
3816,MUT,23,27,5
3817,MUT,23,24,2
3818,MUT,23,23,1
3819,MUT,24,24,1
3820,MUT,24,24,1
3821,MUT,24,25,2
3822,MUT,25,26,2
3823,MUT,25,25,1
3824,MUT,27,28,2
3825,MUT,28,34,7
3826,MUT,28,30,3
3827,MUT,28,29,2
3828,MUT,28,28,1
3829,MUT,29,45,69
3830,MUT,29,36,11
3831,MUT,29,38,10
3832,MUT,30,30,1
3833,MUT,30,35,6
3834,MUT,30,34,5
3835,MUT,31,31,1
3836,MUT,31,31,1
3837,MUT,31,34,10
3838,MUT,32,45,14
3839,MUT,33,45,25
3840,MUT,33,44,18
3841,MUT,34,37,4
3842,MUT,36,36,1
3843,MUT,36,36,1
3844,MUT,36,45,10
3845,MUT,36,36,1
3846,MUT,37,45,12
3847,MUT,38,45,8
3848,MUT,38,42,5
3849,MUT,38,38,1
3850,MUT,38,38,1
3851,MUT,38,40,3
3852,MUT,38,38,1
3853,MUT,40,40,1
3854,MUT,40,40,1
3855,MUT,41,41,1
3856,MUT,41,41,1
3857,MUT,41,41,1
3858,MUT,42,45,7
3859,MUT,42,43,2
3860,MUT,43,43,1
3861,MUT,43,43,1
3862,MUT,43,45,3
3863,MUT,44,44,1
3864,MUT,44,45,2
3865,MUT,44,45,2
3866,MUT,45,45,1
3867,MUT,0,11,12
3868,MUT,0,34,44
3869,MUT,0,22,64
3870,MUT,0,1,2
3871,MUT,0,6,13
3872,MUT,0,17,18
3873,MUT,0,6,10
3874,MUT,0,0,1
3875,MUT,0,1,2
3876,MUT,0,5,24
3877,MUT,0,3,4
3878,MUT,0,10,25
3879,MUT,0,9,13
3880,MUT,0,1,2
3881,MUT,0,2,3
3882,MUT,0,3,4
3883,MUT,0,19,20
3884,MUT,0,7,8
3885,MUT,0,0,1
3886,MUT,0,3,4
3887,MUT,0,14,30
3888,MUT,0,5,6
3889,MUT,0,25,351
3890,MUT,0,0,1
3891,MUT,0,0,1
3892,MUT,0,3,4
3893,MUT,1,2,2
3894,MUT,1,1,1
3895,MUT,2,2,1
3896,MUT,2,2,1
3897,MUT,3,3,1
3898,MUT,3,4,2
3899,MUT,3,8,18
3900,MUT,3,5,3
3901,MUT,3,3,1
3902,MUT,3,3,1
3903,MUT,4,18,38
3904,MUT,4,4,1
3905,MUT,4,7,4
3906,MUT,4,5,2
3907,MUT,4,45,351
3908,MUT,4,9,6
3909,MUT,5,6,2
3910,MUT,5,5,1
3911,MUT,5,7,3
3912,MUT,5,6,2
3913,MUT,5,6,2
3914,MUT,6,6,1
3915,MUT,6,37,82
3916,MUT,6,6,1
3917,MUT,6,6,1
3918,MUT,6,6,1
3919,MUT,6,6,1
3920,MUT,7,7,1
3921,MUT,7,23,43
3922,MUT,8,8,1
3923,MUT,8,10,3
3924,MUT,8,9,2
3925,MUT,9,9,1
3926,MUT,10,19,10
3927,MUT,10,11,2
3928,MUT,11,13,3
3929,MUT,11,21,20
3930,MUT,12,21,10
3931,MUT,12,12,1
3932,MUT,12,16,8
3933,MUT,13,13,1
3934,MUT,13,15,3
3935,MUT,13,13,1
3936,MUT,14,14,1
3937,MUT,14,21,8
3938,MUT,14,14,1
3939,MUT,14,15,2
3940,MUT,14,15,2
3941,MUT,15,33,39
3942,MUT,15,15,1
3943,MUT,16,18,3
3944,MUT,17,31,15
3945,MUT,17,19,3
3946,MUT,17,17,1
3947,MUT,17,17,1
3948,MUT,18,18,1
3949,MUT,19,19,1
3950,MUT,19,19,1
3951,MUT,19,19,1
3952,MUT,19,20,2
3953,MUT,20,22,3
3954,MUT,20,20,1
3955,MUT,20,20,1
3956,MUT,21,44,30
3957,MUT,21,21,1
3958,MUT,21,22,2
3959,MUT,21,22,2
3960,MUT,21,36,16
3961,MUT,21,22,2
3962,MUT,22,22,1
3963,MUT,22,23,2
3964,MUT,22,23,2
3965,MUT,23,32,19
3966,MUT,23,23,1
3967,MUT,23,23,1
3968,MUT,23,25,6
3969,MUT,23,34,23
3970,MUT,24,34,11
3971,MUT,24,26,3
3972,MUT,24,45,115
3973,MUT,25,25,1
3974,MUT,25,27,3
3975,MUT,25,25,1
3976,MUT,25,26,5
3977,MUT,26,29,4
3978,MUT,26,26,1
3979,MUT,27,28,2
3980,MUT,27,27,1
3981,MUT,28,28,1
3982,MUT,28,28,1
3983,MUT,28,29,2
3984,MUT,29,29,1
3985,MUT,29,45,17
3986,MUT,29,44,31
3987,MUT,30,33,4
3988,MUT,31,31,1
3989,MUT,31,32,2
3990,MUT,32,32,1
3991,MUT,32,44,84
3992,MUT,33,45,16
3993,MUT,33,45,16
3994,MUT,34,43,10
3995,MUT,34,35,2
3996,MUT,35,35,1
3997,MUT,36,36,1
3998,MUT,36,42,7
3999,MUT,36,36,1
4000,MUT,36,36,1
4001,MUT,37,44,17
4002,MUT,37,37,1
4003,MUT,37,41,11
4004,MUT,37,37,1
4005,MUT,37,37,1
4006,MUT,38,38,1
4007,MUT,38,38,1
4008,MUT,38,39,2
4009,MUT,39,40,2
4010,MUT,39,41,3
4011,MUT,39,39,1
4012,MUT,39,41,6
4013,MUT,39,45,10
4014,MUT,39,39,1
4015,MUT,41,45,5
4016,MUT,42,42,1
4017,MUT,43,45,3
4018,MUT,43,45,3
4019,MUT,43,45,3
4020,MUT,43,43,1
4021,MUT,43,43,1
4022,MUT,43,43,1
4023,MUT,44,44,1
4024,MUT,44,44,1
4025,MUT,44,45,2
4026,MUT,45,45,1
4027,MUT,45,45,1
4028,MUT,45,45,1
4029,MUT,45,45,1
4030,MUT,45,45,1
4031,MUT,45,45,1
4032,MUT,0,3,4
4033,MUT,0,2,3
4034,MUT,0,2,3
4035,MUT,0,13,14
4036,MUT,0,1,2
4037,MUT,0,1,5
4038,MUT,0,1,5
4039,MUT,0,1,2
4040,MUT,0,2,3
4041,MUT,0,0,1
4042,MUT,0,21,22
4043,MUT,0,1,2
4044,MUT,0,2,3
4045,MUT,0,19,20
4046,MUT,0,1,2
4047,MUT,0,0,1
4048,MUT,0,0,1
4049,MUT,0,1,5
4050,MUT,0,13,154
4051,MUT,0,1,2
4052,MUT,0,0,1
4053,MUT,0,0,1
4054,MUT,0,0,1
4055,MUT,0,19,40
4056,MUT,0,0,1
4057,MUT,0,0,1
4058,MUT,0,2,6
4059,MUT,0,0,1
4060,MUT,0,11,44
4061,MUT,0,9,27
4062,MUT,0,12,60
4063,MUT,0,0,1
4064,MUT,0,1,2
4065,MUT,0,7,20
4066,MUT,0,5,6
4067,MUT,0,0,1
4068,MUT,1,2,2
4069,MUT,1,6,15
4070,MUT,2,45,201
4071,MUT,2,13,12
4072,MUT,2,28,30
4073,MUT,3,5,3
4074,MUT,3,4,2
4075,MUT,3,13,11
4076,MUT,3,3,1
4077,MUT,4,4,1
4078,MUT,4,21,18
4079,MUT,4,4,1
4080,MUT,4,8,5
4081,MUT,5,13,9
4082,MUT,5,5,1
4083,MUT,5,13,9
4084,MUT,5,5,1
4085,MUT,5,7,3
4086,MUT,5,5,1
4087,MUT,6,6,1
4088,MUT,7,7,1
4089,MUT,8,10,3
4090,MUT,8,20,33
4091,MUT,8,17,16
4092,MUT,8,13,6
4093,MUT,9,11,3
4094,MUT,9,14,15
4095,MUT,10,10,1
4096,MUT,10,12,3
4097,MUT,10,23,26
4098,MUT,11,11,1
4099,MUT,11,16,6
4100,MUT,12,12,1
4101,MUT,12,42,63
4102,MUT,13,13,1
4103,MUT,13,13,1
4104,MUT,13,13,1
4105,MUT,13,18,6
4106,MUT,13,13,1
4107,MUT,13,16,4
4108,MUT,14,18,5
4109,MUT,14,14,1
4110,MUT,14,15,2
4111,MUT,14,20,7
4112,MUT,14,14,1
4113,MUT,15,28,20
4114,MUT,15,29,15
4115,MUT,15,15,1
4116,MUT,15,17,3
4117,MUT,15,15,1
4118,MUT,15,15,1
4119,MUT,16,18,3
4120,MUT,16,16,1
