track_id,Genotype,start,end,duration
1900,WT,24,24,1
1901,WT,24,26,2
1902,WT,24,24,1
1903,WT,24,26,2
1904,WT,24,28,3
1905,WT,26,26,1
1906,WT,26,28,2
1907,WT,26,56,16
1908,WT,26,26,1
1909,WT,26,26,1
1910,WT,28,28,1
1911,WT,28,28,1
1912,WT,28,28,1
1913,WT,28,52,19
1914,WT,28,30,2
1915,WT,28,44,12
1916,WT,30,30,1
1917,WT,30,30,1
1918,WT,30,32,2
1919,WT,30,34,6
1920,WT,30,64,63
1921,WT,32,38,7
1922,WT,32,42,6
1923,WT,32,32,1
1924,WT,32,32,1
1925,WT,32,46,22
1926,WT,34,48,23
1927,WT,34,34,1
1928,WT,36,38,2
1929,WT,36,42,4
1930,WT,38,50,7
1931,WT,40,40,1
1932,WT,40,101,223
1933,WT,40,64,73
1934,WT,40,40,1
1935,WT,42,50,5
1936,WT,44,54,6
1937,WT,44,46,5
1938,WT,46,93,24
1939,WT,46,46,1
1940,WT,46,54,11
1941,WT,46,46,1
1942,WT,48,48,1
1943,WT,48,48,1
1944,WT,48,48,1
1945,WT,48,48,1
1946,WT,48,48,1
1947,WT,50,52,2
1948,WT,50,52,2
1949,WT,52,56,3
1950,WT,52,60,5
1951,WT,52,101,34
1952,WT,52,60,5
1953,WT,52,52,1
1954,WT,52,58,4
1955,WT,52,58,4
1956,WT,54,56,2
1957,WT,54,60,4
1958,WT,54,56,2
1959,WT,54,74,11
1960,WT,56,70,11
1961,WT,58,58,1
1962,WT,58,58,1
1963,WT,58,76,10
1964,WT,58,60,2
1965,WT,58,84,71
1966,WT,58,58,1
1967,WT,60,66,4
1968,WT,60,74,8
1969,WT,60,62,2
1970,WT,60,74,8
1971,WT,62,62,1
1972,WT,62,72,6
1973,WT,62,62,1
1974,WT,64,64,1
1975,WT,64,68,3
1976,WT,66,66,1
1977,WT,66,68,2
1978,WT,68,68,1
1979,WT,68,72,6
1980,WT,68,101,17
1981,WT,68,101,29
1982,WT,68,89,20
1983,WT,68,68,1
1984,WT,70,70,1
1985,WT,70,74,3
1986,WT,70,72,2
1987,WT,72,72,1
1988,WT,72,82,6
1989,WT,72,72,1
1990,WT,72,74,2
1991,WT,74,76,2
1992,WT,74,74,1
1993,WT,76,76,1
1994,WT,76,76,1
1995,WT,76,78,2
1996,WT,76,80,3
1997,WT,76,101,22
1998,WT,78,80,2
1999,WT,78,78,1
2000,WT,78,101,24
2001,WT,78,85,5
2002,WT,78,78,1
2003,WT,80,89,5
2004,WT,82,85,9
2005,WT,82,101,13
2006,WT,82,85,3
2007,WT,82,85,3
2008,WT,82,82,1
2009,WT,82,85,9
2010,WT,84,84,1
2011,WT,85,85,1
2012,WT,85,85,1
2013,WT,85,85,1
2014,WT,89,89,1
2015,WT,91,93,2
2016,WT,91,93,2
2017,WT,91,93,2
2018,WT,91,91,1
2019,WT,93,95,2
2020,WT,93,97,3
2021,WT,93,93,1
2022,WT,95,97,2
2023,WT,97,97,1
2024,WT,97,99,2
2025,WT,97,97,1
2026,WT,97,99,2
2027,WT,97,101,3
2028,WT,97,101,3
2029,WT,99,99,1
2030,WT,99,101,2
2031,WT,99,99,1
2032,WT,101,101,1
2033,WT,101,101,1
2034,WT,101,101,1
2035,WT,101,101,1
2036,WT,101,101,1
2037,WT,102,102,1
2038,WT,102,102,1
2039,WT,102,102,1
2040,WT,102,102,1
2041,WT,102,102,1
2042,WT,103,105,2
2043,WT,103,107,3
2044,WT,103,126,13
2045,WT,103,107,3
2046,WT,103,103,1
2047,WT,103,116,8
2048,WT,103,116,14
2049,WT,103,111,8
2050,WT,103,126,25
2051,WT,103,111,14
2052,WT,103,107,3
2053,WT,103,126,35
2054,WT,103,126,25
2055,WT,103,111,5
2056,WT,103,120,16
2057,WT,103,126,39
2058,WT,103,115,7
2059,WT,103,113,6
2060,WT,103,126,13
2061,WT,103,105,2
2062,WT,103,103,1
2063,WT,103,103,1
2064,WT,103,103,1
2065,WT,105,105,1
2066,WT,105,120,9
2067,WT,105,109,3
2068,WT,107,107,1
2069,WT,107,109,2
2070,WT,107,107,1
2071,WT,109,115,4
2072,WT,109,122,8
2073,WT,109,109,1
2074,WT,109,109,1
2075,WT,111,111,1
2076,WT,111,111,1
2077,WT,111,113,2
2078,WT,113,116,3
2079,WT,113,116,3
2080,WT,113,126,11
2081,WT,113,115,2
2082,WT,113,113,1
2083,WT,113,122,15
2084,WT,115,116,2
2085,WT,115,120,4
2086,WT,115,115,1
2087,WT,116,126,9
2088,WT,116,116,1
2089,WT,118,126,5
2090,WT,118,118,1
2091,WT,118,120,2
2092,WT,118,126,5
2093,WT,118,126,11
2094,WT,120,120,1
2095,WT,120,120,1
2096,WT,120,120,1
2097,WT,120,120,1
2098,WT,122,124,2
2099,WT,122,124,2
2100,WT,122,122,1
2101,WT,122,122,1
2102,WT,122,122,1
2103,WT,124,124,1
2104,WT,124,124,1
2105,WT,124,126,2
2106,WT,124,124,1
2107,WT,124,126,2
2108,WT,124,126,2
2109,WT,126,126,1
2110,WT,126,126,1
2111,WT,126,126,1
2112,WT,126,126,1
2113,WT,126,126,1
2114,WT,126,126,1
2115,WT,126,126,1
2116,WT,126,126,1
2117,WT,0,0,1
2118,WT,0,2,2
2119,WT,0,0,1
2120,WT,0,10,30
2121,WT,0,0,1
2122,WT,0,4,3
2123,WT,0,44,58
2124,WT,0,44,163
2125,WT,0,0,1
2126,WT,0,0,1
2127,WT,0,79,49
2128,WT,0,0,1
2129,WT,0,14,8
2130,WT,0,6,4
2131,WT,0,124,224
2132,WT,0,12,7
2133,WT,0,100,242
2134,WT,0,4,3
2135,WT,0,16,21
2136,WT,0,2,2
2137,WT,0,38,84
2138,WT,0,2,2
2139,WT,0,22,12
2140,WT,0,8,5
2141,WT,0,0,1
2142,WT,0,124,280
2143,WT,0,2,2
2144,WT,0,124,190
2145,WT,2,32,36
2146,WT,2,4,2
2147,WT,4,14,6
2148,WT,4,4,1
2149,WT,4,4,1
2150,WT,4,4,1
2151,WT,6,6,1
2152,WT,6,12,7
2153,WT,8,16,5
2154,WT,8,24,9
2155,WT,8,124,196
2156,WT,10,12,2
2157,WT,10,22,7
2158,WT,10,10,1
2159,WT,10,12,2
2160,WT,10,124,109
2161,WT,16,22,4
2162,WT,16,16,1
2163,WT,16,18,2
2164,WT,16,20,3
2165,WT,18,18,1
2166,WT,18,18,1
2167,WT,18,24,4
2168,WT,18,24,4
2169,WT,18,18,1
2170,WT,20,20,1
2171,WT,20,20,1
2172,WT,22,22,1
2173,WT,22,22,1
2174,WT,24,57,41
2175,WT,24,24,1
2176,WT,24,24,1
2177,WT,24,69,80
2178,WT,24,28,3
2179,WT,24,24,1
2180,WT,26,30,3
2181,WT,26,32,4
2182,WT,28,30,2
2183,WT,28,30,2
2184,WT,30,38,5
2185,WT,32,34,2
2186,WT,32,36,3
2187,WT,32,34,2
2188,WT,34,44,9
2189,WT,34,34,1
2190,WT,34,36,2
2191,WT,34,36,2
2192,WT,34,38,3
2193,WT,36,54,10
2194,WT,38,46,5
2195,WT,38,75,63
2196,WT,40,40,1
2197,WT,40,124,63
2198,WT,40,96,46
2199,WT,40,46,4
2200,WT,42,48,4
2201,WT,42,46,3
2202,WT,44,44,1
2203,WT,44,44,1
2204,WT,46,61,11
2205,WT,46,59,7
2206,WT,46,54,5
2207,WT,48,48,1
2208,WT,48,48,1
2209,WT,48,48,1
2210,WT,48,52,3
2211,WT,48,48,1
2212,WT,50,65,14
2213,WT,50,52,2
2214,WT,50,50,1
2215,WT,52,54,2
2216,WT,52,65,7
2217,WT,52,75,12
2218,WT,54,59,3
2219,WT,54,54,1
2220,WT,54,71,24
2221,WT,54,54,1
2222,WT,57,100,58
2223,WT,57,94,43
2224,WT,59,61,2
2225,WT,59,61,2
2226,WT,61,63,2
2227,WT,61,63,2
2228,WT,61,63,2
2229,WT,61,61,1
2230,WT,63,63,1
2231,WT,65,65,1
2232,WT,67,79,7
2233,WT,67,67,1
2234,WT,67,69,2
2235,WT,69,69,1
2236,WT,69,73,3
2237,WT,69,71,2
2238,WT,69,69,1
2239,WT,71,96,13
2240,WT,71,75,9
2241,WT,73,86,7
2242,WT,73,75,2
2243,WT,73,73,1
2244,WT,75,90,37
2245,WT,75,75,1
2246,WT,75,81,4
2247,WT,79,79,1
2248,WT,79,124,157
2249,WT,79,88,5
2250,WT,79,81,2
2251,WT,84,96,13
2252,WT,84,84,1
2253,WT,84,84,1
2254,WT,84,84,1
2255,WT,86,86,1
2256,WT,86,86,1
2257,WT,86,98,8
2258,WT,90,94,3
2259,WT,92,92,1
2260,WT,92,100,6
2261,WT,92,96,3
2262,WT,92,124,43
2263,WT,92,124,21
2264,WT,92,92,1
2265,WT,94,96,2
2266,WT,94,114,35
2267,WT,94,124,91
2268,WT,94,96,2
2269,WT,96,98,6
2270,WT,96,100,12
2271,WT,96,97,2
2272,WT,97,97,1
2273,WT,97,97,1
2274,WT,97,98,2
2275,WT,98,124,17
2276,WT,98,124,14
2277,WT,98,100,2
2278,WT,98,100,2
2279,WT,98,104,7
2280,WT,98,100,2
2281,WT,98,124,23
2282,WT,100,102,2
2283,WT,100,104,3
2284,WT,102,102,1
2285,WT,102,108,4
2286,WT,102,102,1
2287,WT,102,116,8
2288,WT,104,114,9
2289,WT,104,124,11
2290,WT,104,104,1
2291,WT,104,112,8
2292,WT,106,106,1
2293,WT,106,112,4
2294,WT,106,106,1
2295,WT,106,110,3
2296,WT,108,110,2
2297,WT,108,108,1
2298,WT,108,108,1
2299,WT,110,112,2
2300,WT,112,112,1
2301,WT,114,122,8
2302,WT,114,114,1
2303,WT,114,114,1
2304,WT,116,116,1
2305,WT,116,118,2
2306,WT,116,116,1
2307,WT,116,124,8
2308,WT,116,116,1
2309,WT,116,116,1
2310,WT,118,124,15
2311,WT,118,118,1
2312,WT,118,120,2
2313,WT,118,118,1
2314,WT,118,120,2
2315,WT,120,124,3
2316,WT,120,120,1
2317,WT,122,122,1
2318,WT,124,124,1
2319,WT,124,124,1
2320,WT,0,0,1
2321,WT,0,0,1
2322,WT,0,0,1
2323,WT,0,0,1
2324,WT,0,0,1
2325,WT,0,0,1
2326,WT,0,0,1
2327,WT,0,0,1
2328,WT,0,0,1
2329,WT,0,0,1
2330,WT,0,0,1
2331,WT,0,0,1
2332,WT,0,0,1
2333,WT,0,0,1
2334,WT,0,0,1
2335,WT,0,0,1
2336,WT,0,0,1
2337,WT,0,0,1
2338,WT,0,54,130
2339,WT,0,0,1
2340,WT,0,0,1
2341,WT,0,0,1
2342,WT,0,0,1
2343,WT,0,0,1
2344,WT,0,0,1
2345,WT,0,0,1
2346,WT,0,0,1
2347,WT,0,0,1
2348,WT,0,0,1
2349,WT,0,0,1
2350,WT,0,0,1
2351,WT,0,0,1
2352,WT,0,0,1
2353,WT,0,0,1
2354,WT,0,0,1
2355,WT,0,0,1
2356,WT,0,0,1
2357,WT,0,0,1
2358,WT,0,0,1
2359,WT,0,0,1
2360,WT,0,0,1
2361,WT,0,0,1
2362,WT,0,0,1
2363,WT,2,2,1
2364,WT,2,12,6
2365,WT,2,8,4
2366,WT,2,26,41
2367,WT,2,4,2
2368,WT,2,6,3
2369,WT,2,4,2
2370,WT,2,2,1
2371,WT,2,20,19
2372,WT,2,4,5
2373,WT,2,2,1
2374,WT,2,6,3
2375,WT,2,2,1
2376,WT,2,2,1
2377,WT,2,42,42
2378,WT,2,4,2
2379,WT,2,54,88
2380,WT,2,10,13
2381,WT,2,18,18
2382,WT,2,14,7
2383,WT,2,10,11
2384,WT,2,26,13
2385,WT,2,52,52
2386,WT,2,46,147
2387,WT,2,6,3
2388,WT,2,2,1
2389,WT,2,54,185
2390,WT,2,54,30
2391,WT,2,54,30
2392,WT,2,6,3
2393,WT,2,22,14
2394,WT,2,10,8
2395,WT,2,10,5
2396,WT,2,2,1
2397,WT,2,54,185
2398,WT,2,22,35
2399,WT,4,4,1
2400,WT,6,6,1
2401,WT,6,28,12
2402,WT,6,24,25
2403,WT,6,14,5
2404,WT,6,6,1
2405,WT,8,8,1
2406,WT,8,8,1
2407,WT,8,52,23
2408,WT,8,8,1
2409,WT,8,8,1
2410,WT,10,10,1
2411,WT,10,14,3
2412,WT,12,16,3
2413,WT,12,28,9
2414,WT,12,12,1
2415,WT,12,12,1
2416,WT,12,36,22
2417,WT,12,14,2
2418,WT,12,12,1
2419,WT,14,14,1
2420,WT,14,14,1
2421,WT,14,16,2
2422,WT,16,16,1
2423,WT,18,18,1
2424,WT,18,22,3
2425,WT,18,18,1
2426,WT,20,40,23
2427,WT,20,40,47
2428,WT,20,52,94
2429,WT,20,20,1
2430,WT,20,20,1
2431,WT,20,20,1
2432,WT,22,22,1
2433,WT,24,30,7
2434,WT,24,24,1
2435,WT,24,54,22
2436,WT,24,24,1
2437,WT,24,38,14
2438,WT,24,44,11
2439,WT,26,55,58
2440,WT,26,26,1
2441,WT,26,30,3
2442,WT,26,26,1
2443,WT,26,30,3
2444,WT,26,26,1
2445,WT,26,48,35
2446,WT,26,30,3
2447,WT,28,32,3
2448,WT,28,28,1
2449,WT,30,54,16
2450,WT,30,34,3
2451,WT,30,46,12
2452,WT,30,34,3
2453,WT,32,32,1
2454,WT,32,34,2
2455,WT,32,54,27
2456,WT,34,40,4
2457,WT,34,54,23
2458,WT,40,44,6
2459,WT,40,46,10
2460,WT,40,40,1
2461,WT,42,42,1
2462,WT,42,42,1
2463,WT,42,54,13
2464,WT,42,54,16
2465,WT,44,46,2
2466,WT,44,44,1
2467,WT,44,46,2
2468,WT,44,48,3
2469,WT,46,54,19
2470,WT,48,54,10
2471,WT,48,52,3
2472,WT,48,48,1
2473,WT,48,50,2
2474,WT,48,54,4
2475,WT,50,54,3
2476,WT,50,50,1
2477,WT,52,54,2
2478,WT,52,54,2
2479,WT,52,54,2
2480,WT,52,54,2
2481,WT,52,54,2
2482,WT,52,52,1
2483,WT,54,54,1
2484,WT,54,54,1
2485,WT,54,54,1
2486,WT,56,58,2
2487,WT,56,86,28
2488,WT,56,56,1
2489,WT,56,66,6
2490,WT,56,56,1
2491,WT,56,106,29
2492,WT,56,60,6
2493,WT,56,64,5
2494,WT,56,56,1
2495,WT,56,56,1
2496,WT,56,78,26
2497,WT,56,62,4
2498,WT,56,126,91
2499,WT,56,126,45
2500,WT,56,56,1
2501,WT,56,58,2
2502,WT,56,74,10
2503,WT,56,78,83
2504,WT,56,60,3
2505,WT,56,62,4
2506,WT,56,86,25
2507,WT,56,126,39
2508,WT,56,58,2
2509,WT,56,74,10
2510,WT,56,126,125
2511,WT,56,66,6
2512,WT,56,94,23
2513,WT,56,88,17
2514,WT,56,126,36
2515,WT,56,56,1
2516,WT,56,72,12
2517,WT,56,88,46
2518,WT,56,56,1
2519,WT,56,126,102
2520,WT,56,64,8
2521,WT,56,126,191
2522,WT,56,58,2
2523,WT,58,60,2
2524,WT,60,68,5
2525,WT,60,80,42
2526,WT,60,76,18
2527,WT,60,60,1
2528,WT,62,80,10
2529,WT,62,64,2
2530,WT,62,62,1
2531,WT,62,64,2
2532,WT,62,62,1
2533,WT,62,64,2
2534,WT,64,68,3
2535,WT,64,64,1
2536,WT,66,66,1
2537,WT,66,66,1
2538,WT,66,66,1
2539,WT,68,84,9
2540,WT,68,68,1
2541,WT,68,68,1
2542,WT,68,80,22
2543,WT,68,70,2
2544,WT,72,72,1
2545,WT,72,92,11
2546,WT,74,98,13
2547,WT,74,74,1
2548,WT,76,78,2
2549,WT,78,82,3
2550,WT,78,84,4
2551,WT,78,124,39
2552,WT,80,92,24
2553,WT,80,80,1
2554,WT,82,94,7
2555,WT,82,102,23
2556,WT,82,90,5
2557,WT,82,106,19
2558,WT,84,84,1
2559,WT,84,84,1
2560,WT,86,86,1
2561,WT,86,86,1
2562,WT,88,126,20
2563,WT,88,104,12
2564,WT,88,90,2
2565,WT,90,102,7
2566,WT,90,90,1
2567,WT,90,92,2
2568,WT,92,92,1
2569,WT,92,92,1
2570,WT,92,106,8
2571,WT,92,96,3
2572,WT,92,94,2
2573,WT,92,126,66
2574,WT,94,96,2
2575,WT,94,94,1
2576,WT,96,102,4
2577,WT,96,96,1
2578,WT,96,100,3
2579,WT,96,114,13
2580,WT,96,98,2
2581,WT,98,98,1
2582,WT,98,98,1
2583,WT,98,98,1
2584,WT,98,102,3
2585,WT,98,98,1
2586,WT,100,100,1
2587,WT,100,110,6
2588,WT,100,100,1
2589,WT,100,100,1
2590,WT,102,126,13
2591,WT,102,106,3
2592,WT,102,106,3
2593,WT,102,104,2
2594,WT,104,108,3
2595,WT,104,108,3
2596,WT,104,110,4
2597,WT,104,126,12
2598,WT,104,104,1
2599,WT,106,126,11
2600,WT,106,126,11
2601,WT,106,106,1
2602,WT,106,108,2
2603,WT,106,108,2
2604,WT,108,110,2
2605,WT,108,118,6
2606,WT,108,112,3
2607,WT,110,110,1
2608,WT,110,126,15
2609,WT,112,126,8
2610,WT,112,112,1
2611,WT,114,120,7
2612,WT,114,114,1
2613,WT,114,114,1
2614,WT,114,118,3
2615,WT,116,116,1
2616,WT,116,118,2
2617,WT,116,122,10
2618,WT,118,118,1
2619,WT,118,126,5
2620,WT,120,126,10
2621,WT,120,120,1
2622,WT,122,126,3
2623,WT,122,122,1
2624,WT,122,122,1
2625,WT,122,126,3
2626,WT,122,122,1
2627,WT,122,124,2
2628,WT,124,124,1
2629,WT,126,126,1
2630,WT,126,126,1
2631,WT,126,126,1
2632,WT,126,126,1
2633,WT,126,126,1
2634,WT,127,127,1
2635,WT,128,128,1
2636,WT,128,128,1
2637,WT,128,128,1
2638,WT,128,128,1
2639,WT,128,128,1
2640,WT,128,128,1
2641,WT,128,128,1
2642,WT,128,128,1
2643,WT,128,128,1
2644,WT,128,128,1
2645,WT,128,128,1
2646,WT,128,128,1
2647,WT,128,128,1
2648,WT,128,128,1
2649,WT,128,128,1
2650,WT,128,128,1
2651,WT,128,128,1
2652,WT,128,128,1
2653,WT,128,128,1
2654,WT,128,128,1
2655,WT,128,128,1
2656,WT,128,128,1
2657,WT,128,128,1
2658,WT,128,128,1
2659,WT,128,128,1
2660,WT,128,128,1
2661,WT,128,128,1
2662,WT,128,128,1
2663,WT,128,128,1
2664,WT,0,3,7
2665,WT,0,45,204
2666,WT,0,0,1
2667,WT,0,0,1
2668,WT,0,15,16
2669,WT,0,14,15
2670,WT,0,0,1
2671,WT,0,0,1
2672,WT,0,11,12
2673,WT,0,0,1
2674,WT,0,3,4
2675,WT,0,0,1
2676,WT,0,10,11
2677,WT,0,1,2
2678,WT,0,0,1
2679,WT,0,2,3
2680,WT,0,26,61
2681,WT,0,6,16
2682,WT,0,2,6
2683,WT,0,4,14
2684,WT,0,0,1
2685,WT,1,14,14
2686,WT,1,1,1
2687,WT,1,13,39
2688,WT,1,2,2
2689,WT,1,4,4
2690,WT,1,5,11
2691,WT,2,6,5
2692,WT,2,4,3
2693,WT,2,28,36
2694,WT,2,24,43
2695,WT,2,2,1
2696,WT,3,3,1
2697,WT,4,31,34
2698,WT,4,4,1
2699,WT,4,6,3
2700,WT,5,6,2
2701,WT,5,6,2
2702,WT,6,13,11
2703,WT,6,6,1
2704,WT,6,6,1
2705,WT,6,8,3
2706,WT,6,6,1
2707,WT,7,7,1
2708,WT,7,7,1
2709,WT,7,8,2
2710,WT,7,8,2
2711,WT,7,7,1
2712,WT,8,8,1
2713,WT,8,12,5
2714,WT,8,9,2
2715,WT,9,9,1
2716,WT,9,12,4
2717,WT,9,10,2
2718,WT,9,10,2
2719,WT,10,12,3
2720,WT,10,25,19
2721,WT,10,25,25
2722,WT,10,12,3
2723,WT,10,10,1
2724,WT,11,11,1
2725,WT,12,12,1
2726,WT,12,12,1
2727,WT,12,12,1
2728,WT,12,13,5
2729,WT,13,13,1
2730,WT,13,14,2
2731,WT,13,15,3
2732,WT,13,15,3
2733,WT,13,13,1
2734,WT,13,14,2
2735,WT,14,45,50
2736,WT,14,21,11
2737,WT,14,15,2
2738,WT,15,17,6
2739,WT,15,29,15
2740,WT,15,15,1
2741,WT,15,15,1
2742,WT,16,44,29
2743,WT,16,21,6
2744,WT,16,17,2
2745,WT,17,31,21
2746,WT,17,17,1
2747,WT,17,17,1
2748,WT,17,17,1
2749,WT,18,18,1
2750,WT,19,22,4
2751,WT,19,45,76
2752,WT,19,45,90
2753,WT,19,19,1
2754,WT,19,20,2
2755,WT,20,21,2
2756,WT,21,21,1
2757,WT,21,21,1
2758,WT,21,23,3
2759,WT,23,31,9
2760,WT,23,23,1
2761,WT,23,23,1
2762,WT,24,24,1
2763,WT,25,26,2
2764,WT,25,26,2
2765,WT,25,26,2
2766,WT,25,27,3
2767,WT,26,27,2
2768,WT,26,26,1
2769,WT,27,27,1
2770,WT,27,45,28
2771,WT,27,27,1
2772,WT,28,34,7
2773,WT,28,45,45
2774,WT,28,28,1
2775,WT,28,30,3
2776,WT,28,28,1
2777,WT,28,30,6
2778,WT,28,28,1
2779,WT,29,29,1
2780,WT,30,45,22
2781,WT,30,35,15
2782,WT,30,36,10
2783,WT,30,34,8
2784,WT,31,31,1
2785,WT,31,41,11
2786,WT,31,31,1
2787,WT,32,34,3
2788,WT,32,42,20
2789,WT,32,37,6
2790,WT,33,38,6
2791,WT,34,41,8
2792,WT,35,35,1
2793,WT,37,43,7
2794,WT,37,37,1
2795,WT,37,38,2
2796,WT,37,38,2
2797,WT,38,42,5
2798,WT,39,39,1
2799,WT,40,40,1
2800,WT,40,45,6
2801,WT,41,45,5
2802,WT,42,42,1
2803,WT,43,45,3
2804,WT,44,44,1
2805,WT,44,45,2
2806,WT,44,45,2
2807,WT,44,44,1
2808,WT,44,44,1
2809,WT,44,44,1
2810,WT,44,44,1
2811,WT,45,45,1
2812,WT,45,45,1
2813,WT,45,45,1
2814,WT,45,45,1
2815,MUT,0,5,9
2816,MUT,0,0,1
2817,MUT,0,12,19
2818,MUT,0,5,9
2819,MUT,0,11,12
2820,MUT,0,0,1
2821,MUT,0,10,11
2822,MUT,0,4,5
2823,MUT,0,12,13
2824,MUT,0,22,26
2825,MUT,0,0,1
2826,MUT,0,3,4
2827,MUT,0,12,13
2828,MUT,0,17,18
2829,MUT,0,0,1
2830,MUT,0,6,10
2831,MUT,0,39,70
2832,MUT,0,0,1
2833,MUT,0,14,15
2834,MUT,1,2,2
2835,MUT,1,1,1
2836,MUT,1,1,1
2837,MUT,1,3,3
2838,MUT,1,1,1
2839,MUT,2,39,124
2840,MUT,3,4,2
2841,MUT,3,4,2
2842,MUT,4,4,1
2843,MUT,4,5,2
2844,MUT,4,7,4
2845,MUT,4,4,1
2846,MUT,5,7,9
2847,MUT,5,14,10
2848,MUT,5,5,1
2849,MUT,5,7,3
2850,MUT,5,6,2
2851,MUT,6,13,22
2852,MUT,7,7,1
2853,MUT,7,34,52
2854,MUT,7,7,1
2855,MUT,8,8,1
2856,MUT,8,10,3
2857,MUT,8,9,2
2858,MUT,8,8,1
2859,MUT,9,9,1
2860,MUT,9,9,1
2861,MUT,9,9,1
2862,MUT,10,11,2
2863,MUT,10,10,1
2864,MUT,10,10,1
2865,MUT,10,35,68
2866,MUT,11,12,2
2867,MUT,11,27,32
2868,MUT,11,28,121
2869,MUT,11,11,1
2870,MUT,12,27,25
2871,MUT,12,12,1
2872,MUT,12,12,1
2873,MUT,13,33,24
2874,MUT,13,14,2
2875,MUT,14,14,1
2876,MUT,14,14,1
2877,MUT,15,120,109
2878,MUT,15,15,1
2879,MUT,15,16,2
2880,MUT,15,17,3
2881,MUT,17,18,2
2882,MUT,17,30,37
2883,MUT,18,18,1
2884,MUT,18,18,1
2885,MUT,19,19,1
2886,MUT,20,36,17
2887,MUT,20,20,1
2888,MUT,20,21,2
2889,MUT,20,20,1
2890,MUT,21,23,3
2891,MUT,21,32,12
2892,MUT,21,21,1
2893,MUT,22,24,3
2894,MUT,22,23,2
2895,MUT,22,29,8
2896,MUT,23,65,113
2897,MUT,23,24,2
2898,MUT,23,51,155
2899,MUT,23,23,1
2900,MUT,24,26,3
2901,MUT,24,24,1
2902,MUT,24,24,1
2903,MUT,24,24,1
2904,MUT,24,24,1
2905,MUT,26,26,1
2906,MUT,26,26,1
2907,MUT,26,45,88
2908,MUT,27,29,3
2909,MUT,27,33,10
2910,MUT,27,30,4
2911,MUT,28,101,278
2912,MUT,29,37,18
2913,MUT,29,35,13
2914,MUT,30,30,1
2915,MUT,30,47,63
2916,MUT,30,35,9
2917,MUT,31,32,5
2918,MUT,31,31,1
2919,MUT,32,35,4
2920,MUT,32,45,17
2921,MUT,32,32,1
2922,MUT,33,38,6
2923,MUT,33,33,1
2924,MUT,33,33,1
2925,MUT,33,35,6
2926,MUT,33,33,1
2927,MUT,34,34,1
2928,MUT,34,34,1
2929,MUT,34,35,2
2930,MUT,34,35,5
2931,MUT,34,40,10
2932,MUT,34,37,4
2933,MUT,34,37,4
2934,MUT,35,46,18
2935,MUT,36,39,4
2936,MUT,36,36,1
2937,MUT,37,40,4
2938,MUT,37,37,1
2939,MUT,37,39,3
2940,MUT,37,55,25
2941,MUT,37,49,13
2942,MUT,38,43,9
2943,MUT,38,39,2
2944,MUT,38,39,2
2945,MUT,38,38,1
2946,MUT,39,79,56
2947,MUT,39,39,1
2948,MUT,39,46,8
2949,MUT,39,89,136
2950,MUT,39,42,4
2951,MUT,40,40,1
2952,MUT,41,41,1
2953,MUT,41,41,1
2954,MUT,42,73,53
2955,MUT,42,55,58
2956,MUT,43,50,8
2957,MUT,43,45,3
2958,MUT,44,44,1
2959,MUT,44,54,20
2960,MUT,46,49,7
2961,MUT,46,51,6
2962,MUT,46,52,10
2963,MUT,47,47,1
2964,MUT,47,47,1
2965,MUT,47,47,1
2966,MUT,47,47,1
2967,MUT,47,47,1
2968,MUT,47,47,1
2969,MUT,47,58,29
2970,MUT,47,47,1
2971,MUT,47,47,1
2972,MUT,47,47,1
2973,MUT,47,47,1
2974,MUT,47,49,14
2975,MUT,48,48,1
2976,MUT,48,48,1
2977,MUT,48,50,3
2978,MUT,48,50,3
2979,MUT,49,52,4
2980,MUT,49,49,1
2981,MUT,49,54,6
2982,MUT,49,49,1
2983,MUT,49,49,1
2984,MUT,49,51,3
2985,MUT,49,50,2
2986,MUT,49,49,1
2987,MUT,50,55,12
2988,MUT,51,52,2
2989,MUT,51,51,1
2990,MUT,52,64,19
2991,MUT,52,120,331
2992,MUT,52,52,1
2993,MUT,52,54,3
2994,MUT,53,53,1
2995,MUT,53,57,5
2996,MUT,53,56,4
2997,MUT,53,62,19
2998,MUT,54,57,4
2999,MUT,54,56,3
3000,MUT,54,54,1
3001,MUT,54,54,1
3002,MUT,55,56,2
3003,MUT,56,72,17
3004,MUT,56,56,1
3005,MUT,56,56,1
3006,MUT,56,57,2
3007,MUT,56,76,21
3008,MUT,57,60,4
3009,MUT,57,57,1
3010,MUT,57,63,10
3011,MUT,57,58,2
3012,MUT,57,120,144
3013,MUT,58,58,1
3014,MUT,58,59,5
3015,MUT,58,63,9
3016,MUT,59,65,7
3017,MUT,59,60,2
3018,MUT,59,59,1
3019,MUT,59,79,27
3020,MUT,59,60,2
3021,MUT,59,65,7
3022,MUT,60,60,1
3023,MUT,61,61,1
3024,MUT,61,61,1
3025,MUT,61,61,1
3026,MUT,61,75,15
3027,MUT,61,120,445
3028,MUT,61,62,2
3029,MUT,62,63,2
3030,MUT,62,62,1
3031,MUT,62,81,26
3032,MUT,62,63,2
3033,MUT,62,62,1
3034,MUT,62,62,1
3035,MUT,63,63,1
3036,MUT,63,63,1
3037,MUT,63,63,1
3038,MUT,64,64,1
3039,MUT,64,65,2
3040,MUT,64,64,1
3041,MUT,64,65,2
3042,MUT,65,67,3
3043,MUT,66,66,1
3044,MUT,66,67,2
3045,MUT,67,67,1
